inventor_id,partner_list,partner_count,deg_centrality,close_centrality,bet_centrality,page_rank,GMI1yr_prevexpabroad
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4024508-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
3979727-1,"['3979727-2', '3979727-3', '3979727-4']",3,0.025423728813559324,0.012711864406779662,0.0,0.007051876365601007,0
3979727-2,"['3979727-1', '3979727-3', '3979727-4']",3,0.025423728813559324,0.012711864406779662,0.0,0.007051876365601007,0
3979727-3,"['3979727-1', '3979727-2', '3979727-4']",3,0.025423728813559324,0.012711864406779662,0.0,0.007051876365601007,0
3979727-4,"['3979727-1', '3979727-2', '3979727-3']",3,0.025423728813559324,0.012711864406779662,0.0,0.007051876365601007,0
3971013-2,[],0,0.0,0.0,0.0,0.001410744444193958,0
4130882-1,['4087852-1'],1,0.00847457627118644,0.00423728813559322,0.0,0.007051876365601007,0
4087852-1,['4130882-1'],1,0.00847457627118644,0.00423728813559322,0.0,0.007051876365601007,0
4184202-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4355376-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4245308-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
3996560-3,"['4290115-3', '4068298-3']",2,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4290115-3,"['3996560-3', '4068298-3']",2,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4068298-3,"['3996560-3', '4290115-3']",2,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4159518-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4159518-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4388537-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4388537-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4535403-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4493104-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4653100-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4691277-3,[],0,0.0,0.0,0.0,0.001410744444193958,0
4688181-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4695968-1,"['4628471-2', '4695968-3', '4628471-2']",3,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4695968-1,"['4628471-2', '4695968-3', '4628471-2']",3,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4628471-2,"['4695968-1', '4695968-3', '4695968-1']",3,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4628471-2,"['4695968-1', '4695968-3', '4695968-1']",3,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4695968-3,"['4695968-1', '4628471-2']",2,0.01694915254237288,0.00847457627118644,0.0,0.007051876365601007,0
4720781-4,[],0,0.0,0.0,0.0,0.001410744444193958,0
4541047-2,[],0,0.0,0.0,0.0,0.001410744444193958,1
4541047-2,[],0,0.0,0.0,0.0,0.001410744444193958,1
4393463-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4393463-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4393463-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
4648069-1,[],0,0.0,0.0,0.0,0.001410744444193958,0
