,NAME,NATIONALITY_STATE_CODE,STATE_OF_RESIDENCE_CODE
1835460,"HARTMAN, Thomas, Williams",US,US
1283392,"MILLER, Dale, V.",US,US
1732139,"DODGE, Michael",US,US
269608,"MULDOON, Gerald",GB,GB
1030005,"YONEDA, Misako",JP,JP
897649,"TOKAI, Hiroaki",JP,JP
1166650,"VAAGLAND, Jo",NO,NO
591003,"SCOURZIC, Daniel",FR,FR
665148,"KING, Peter, John",GB,GB
778246,"MACLAM, Dennis, Lee",US,US
183397,"HEMUS, John",GB,DE
1719968,"LOMNES, Stephen Johnson",US,US
227781,"PLASTERK, Ronald",NL,NL
879941,"MIWA, Yuuichi",JP,JP
1387659,"ANDERSEN, Richard, A.",US,US
951179,"YAMADA, Toshiki",JP,JP
1794618,"YUAN, Shui",CN,US
1470815,"MTSHALI, Progress, Qhaqhi Thabani",ZA,US
1065511,MIHARA Satoshi,JP,JP
1297455,"BOT, Adrian",RO,US
1133298,"PARK, In-Seob",KR,KR
978715,"TSUKAMOTO, Masatoshi",JP,JP
1187075,"KRASOVSKAYA, Nataliya Petrovna",RU,RU
1134968,"MIN, Houng-Sog",KR,KR
272578,"MERCHANT, Jeffrey",US,US
467889,"SVENSSON, Carl-Johan",SE,SE
395716,"DEBRIE, Anne-Sophie",FR,FR
1087463,"PARK, Pan-Jong",KR,KR
1846628,"GIBSON, Robert N.",US,US
1145587,LIM MENG Hee,MY,MY
1635874,"KAUFMANN, Stefanie",CH,CH
352997,"BARRIER, Joel",FR,FR
1082589,"CHA, Ho Young",KR,KR
363372,"BERENGO, Stefano",IT,IT
867123,"TOUKIN, Masahiro",JP,JP
314473,"BACHNER, Josef",DE,DE
873229,"ABE, Norifumi",JP,JP
35043,"MARTIN, Matt",AU,AU
1386626,"PEROLA, Emanuela",IT,US
503469,"O'KANE, Terri",IE,GB
6995,"VERHOEF, Aart-Johannes",NL,AT
911730,"ONO, Yoshiaki",JP,JP
349100,"DE LANGE, Ben",NL,NL
1661178,"CHUGH, Mukesh, K.",IN,US
692319,"DUNCAN, Ian James",GB,GB
1083342,"KANG, Myong-Soo",KR,KR
183654,"SEIDL, Rudolf",DE,DE
531414,"MILLAN ADRIAN, RamOn SimOn",ES,ES
378081,"CORRAL-DEBRINSKI, Marisol",FR,FR
1731366,"STOCKBRIDGE, Kurt, J.",US,US
1699602,"FENG, Chun, Ming",CN,CN
1132005,"CHOI, Byung Woo",KR,KR
1552651,"SMITH, Bradley, w.",US,US
718441,"BOYER, Cyril",FR,DE
1644105,"GROSSPIETSCH, John K.",US,US
892463,"AOKI, Noboru",JP,JP
400106,"NEUMANN, Michael",DE,AU
1226282,"ODERYD, BjOrn",SE,SE
894204,"OKAZAKI, Ryuichi",JP,JP
1815799,"AL-WEHEBI, Fahad Abdullah, Mohammed",SA,SA
1558765,"WALZER, John, F.",US,US
474514,"JANARDHANA, Sridhar",IN,IN
669045,"DEVONSHIRE, Martin, Adrian",GB,GB
922268,"TSUCHIDA, Mitsuru",JP,JP
120260,"WONG, Cheong, Yui",CN,CN
1322626,"ROLLINS, Andrew, M.",US,US
1056750,YOSHIMURA Kei,JP,JP
1492086,"KRAMP, George",US,US
1377257,"MULLER, Robert, J.",US,US
1590562,"FULLER, Christopher, R.",US,US
519186,"MARTIN i LLORENS, Jordi",ES,ES
1192634,"LASTOCHKIN, Sergey Sergeevich",RU,RU
377339,"HETZEL, Marko",DE,DE
528963,"PUERTO RODRIGUEZ, MarIa",ES,ES
991971,"MAEKOSHI, Saho",JP,JP
1604980,"METOBO, Samuel, E.",US,US
1280044,"ICHIKI, Tatsumi",JP,JP
370283,"ECKL, Hartmut",DE,DE
1532152,"BONDS, Thomas, L., Jr.",US,US
118260,"YIE, Hongping",CN,CN
846579,"SHIMAUCHI, Shiro",JP,JP
1059267,"NUMOTO, Kenji",JP,JP
1656333,"MEISINGER, David A.",US,US
891056,"HOSHINO, Yorihisa",JP,JP
724314,"CLARKE, Richard, J.",US,US
365431,"DIETZ, Uwe",DE,DE
1615193,"DICK, Paul, H.",DE,US
1238346,"FATKULLIN, Rashat Khasanovich",SU,SU
164886,"WIESE, Andreas",DE,DE
1716747,"WEPPNER, Mark",US,US
215661,"NASSAL, Thomas",DE,DE
759710,"LONG, Scott, Allen",US,US
783134,"BOISBOUVIER, JErOme",FR,FR
1165729,"PEDERSEN, Terje, S.",NO,NO
1212699,"SVERKER, TorbjOrn",SE,SE
1344933,"MASGHATI, Mona",FR,US
1406002,"BUNKER, Amy",US,US
1663135,"ROMERO, Philip",US,US
1465152,"WARREN, Jeffrey, C.",US,US
549357,"PARKATTI, Tero",FI,FI
1583800,"SOSS, Steven, R.",US,US
728272,"HUIBAN, Christian, M.",RO,NL
1163508,"VAN NOORT, Petronella Innocentia",NL,NL
1719106,"RUSSO, Leileata M.",AU,US
631599,"POPHAM, Henry, Roy",GB,GB
155148,"KOO, David",CN,CN
327572,"LEUNINGER, JOrg",DE,DE
14221,"SELDON, Henry, Lee",AU,AU
1295342,"ROSENBLATT, Michael",US,US
530359,"GIL ROSTRA, Jorge",ES,ES
300826,"AEBI, Walter",CH,CH
725222,"PRATLEY, Kimleigh, George, Montague",ZA,ZA
44447,"GOODCHILD, Juliet Marguerite",AU,AU
895611,"YANO, Shinichi",JP,JP
1369903,"PETERSON, Eric, A.",US,US
1272557,"PANDELISEV, Kiril, A.",MK,US
841693,"SHIRATANI, Yusuke",JP,JP
1671490,"DENG, Jingang",CN,US
80716,"FARAND, Julie, A.",CA,CA
1528153,"LOTTI, Martin",CH,US
784855,"ARUNAGIRI, Muthulingam",IN,IN
983647,"ENDO, Keisuke",JP,JP
1803330,"ANTONELLI, Michelle M.,",US,US
704241,"HAILS, Janet Elizabeth",GB,GB
1296609,"WITTMANN, David",US,US
587857,"BOTTERO, Marie-JosEe",FR,FR
194828,"SCHMOLLNGRUBER, Peter",DE,DE
1703934,"PLOTT, Charles",US,US
1018423,"OZAWA, Motohiro",JP,JP
1096697,"LEE, Hoon Bong",KR,KR
854399,"HASEBE, Kohichi",JP,JP
1427752,"CHEN, Raymond",US,US
1475933,"MECKESHEIMER, Martin",US,US
1175863,"CROWE, Deborah Jane",NZ,NZ
1785987,"SINCLAIR, Richard, Calvin",US,US
433045,"HETENYI, Andreas",DE,DE
961841,"HANAWA, Atsushi",JP,JP
1278440,"WILSON, Roland, B., Jr.",US,US
23099,"GILLMAN, Gavin, Patrick",AU,AU
313387,"KLUG, David, M.",US,US
1848614,"RUDENKO, George",US,US
699026,"BUIEL, Edward, R.",US,US
195809,"BORNHOLDT, Carsten",DE,DE
1435849,"BRABANT, Paul, D.",US,US
795123,"HWANG, Hyun Jin",KR,KR
1426232,"DERRINGER, Charles, B.",US,US
809659,"ECKEL, Jacob",IL,IL
1535492,"KELLY, James, M.",US,US
439882,"LE GOFF, MARC",FR,FR
967770,"HINO, Rika",JP,JP
1308760,"WYNNE, Kenneth, J.",US,US
1508075,"CHO, Young, Shin",US,US
1608619,"LIBERLES, Stephen, D.",US,US
1460101,"PADVAL, Mahesh",IN,US
1627639,"SANCHEZ, Danny",US,US
16581,"WHITLEY, Kevin, James",AU,AU
66549,"WHITE, Paul",CA,CA
18867,"TANSLEY, Geoff",AU,AU
396941,"SCHADEL, Wolf-Dieter",DE,DE
223606,"JOHANSEN, Henrik, Ingvar",DK,DK
1130852,"LEE, Il Hoon",KR,KR
1386078,"KNAPP, Charles, Francis",US,US
753094,"KAMPERMAN, Franciscus Lucas Antonius Johannes",NL,NL
1069172,UNO Yoshito,JP,JP
299437,"BIRKLE, Fritz",DE,DE
909175,"KIYOTA, Kenji",JP,JP
571135,"LEFRANC, Jean-Pierre",FR,FR
1647502,"BRESNAHAN, Maureen Ann",US,US
3605,"KUCHLER, Ernst",AT,AT
1660215,"RUNKEN, Gerhard",US,US
926709,"SAKAMOTO, Kenichirou",JP,JP
1179278,"PRZYCHODZEN, Witold",PL,PL
1003861,"SYUTO, Keisuke",JP,JP
352785,"FRESE, Dettmar",DE,DE
678916,"McINNES, Jackie",GB,GB
664225,"HYLEN, Susanne, Veronica",SE,SE
814487,"GIDALEVICH, Evgeny",IL,IL
1443600,"TATEO, Luigi",US,US
1193743,"USTIMENKO, Aleksandr Pavlovich",RU,RU
1479942,"LIU, Wei",CA,US
1323744,"CHEN, Kuo-Raid, Grant",US,US
1810105,"COOPER, Michael, D.",AU,US
1792399,"NAAMAN, Nadav",IL,US
984099,"KATTA, Hiroshi",JP,JP
97193,"GIRONI, Fabrizio",IT,IT
217454,"SO /RENSEN, Ansgar, Christian, Hoffmann",DK,DK
1789827,"LEPPANEN, Frank",US,US
1466645,"HUI, Joseph, W., T.",US,US
1463231,"SAXENA, Kumkum",IN,US
1860055,"PETERSEN, Clifford Harry",ZA,ZA
1114794,"PARK, Hae Soo",KR,KR
1225911,"OLSSON, Tim",SE,SE
1132435,"KIM, Jung Kyun",KR,KR
1797752,"TANG, Ching-Jen",US,US
1100175,"JUENG, Eu Sup",KR,KR
64888,"BOUCHARD, Sylvain",CA,CA
1609888,"BAKER, David, Alan",US,US
1517322,"WANG, Xiaojing, Michael",US,US
1629400,"CHAR, Rashmi",IN,US
416580,"KAMANN, Martin",DE,DE
479207,"KERSTEN, Alexander Jeroen",NL,NL
292551,"NOACK, Marco",DE,DE
414195,"PICARD, Laurent",FR,DE
1126831,"SHIN, Myoung Jin",KR,KR
896344,"HUME, W., Ewan",GB,JP
1061063,AIZAWA Takashi,JP,JP
1356085,"BELKNAP, John, K.",US,US
1552292,"SIDKY, Emil, Y.",US,US
979017,"OOMORI, Kazuhiro",JP,JP
415366,"CHIECCHI, Andrea",IT,IT
1799230,"GANDHI, Sanket",US,US
1381019,"RICCIARDI, Aleta",US,US
333483,"HEILS, Armin",DE,DE
757050,"HELANDER, Timo",FI,FI
606005,"RAHARIVELOMANANA, Phila",FR,FR
209668,"KERN, Thorsten",DE,DE
776799,"HASCHEK, Hans, Michael",AT,AT
882775,"TOBITA, Toshimitsu",JP,JP
11234,"SPIELREIN, Richard",AU,AU
939060,"HIJIKATA, Yasutane",JP,JP
970482,"SAKAGUCHI, Akio",JP,JP
191325,"LINDER, Norbert",DE,DE
1080622,"LEE, Soon-Jo",KR,KR
1020368,NAMEKATA Takeshi,JP,JP
1373628,"LUCAS, Jason",US,US
828877,"BASHA SHAIK, Mohammed",IN,IN
617805,"PETERSON, Ian, Robert",AU,GB
753784,"BOYLE, Kevin",GB,GB
905155,"ARIMA, Susumu",JP,JP
1266777,"ZENZEN, Wendy, J.",US,US
45071,"BATERNA, Dan Jr.",AU,AU
700271,"ROWLAND, Simon, M.",GB,GB
135693,"XU, Mingchang",CN,CN
1129694,"RYU, Young Kee",KR,KR
349771,"BERKHOUT, Hermanus, Johannus",NL,NL
1520214,"STEVENSON, Rick",US,US
1117619,"JEONG, Jinyoung",KR,KR
1613520,"MUSZAK, Jerald, J.",US,US
898221,"KIRIYAMA, Yasuaki",JP,JP
880572,"MAYUMI, Junji",JP,JP
35206,"MOKANY, Elisa",AU,AU
378889,"SZTOR, Edmond",FR,FR
631512,"SELPH, Jeffrey, Leaman",US,US
145740,"SHAO, Li",CN,CN
604331,"PARE, Louis",FR,FR
1713619,"CHANCE, Ronald, Richard",US,US
466974,"BRAREN, Ingke",DE,DE
1823737,"GUPTA, Ph.D., Kedar, Prasad",US,US
872092,"NAKAYOSHI, Yoshiaki",JP,JP
1412108,"LIU, Puwei",US,US
962762,"KITAYAMA, Kanako",JP,JP
250576,"GARTNER, Axel",DE,DE
1772787,"RAWJEWSKI, Roger, A.",US,US
911061,"ARISUE, Hideya",JP,JP
1211797,"AKESSON, Daniel",SE,SE
1573135,"BERRY, Brent, E.",US,US
1638417,"RENFORTH, Jack W.",US,US
1502675,"MANNING, Gregory, P.",US,US
1826527,"THURMOND, Bruce",US,US
735550,"VAN GRUNSVEN, Eric, C., E.",NL,NL
675997,"ENOS, Phillip, Rudolph",GB,GB
493150,"DEHNHARDT, Stefan",DE,DE
917328,"MIZUGUCHI, Yuji",JP,JP
116683,"WU, Chichou",CN,CN
525826,"CARTOIXA SOLER, Xavier",ES,ES
1186522,"KOTELYANSKY, Iosif Moiseevich",RU,RU
1322541,"SHIM, Eun, Bo",KR,KR
1179913,"NAJMAN, Wojciech",PL,PL
1323583,"PHAN, Xuan, Thanh",US,US
701688,"LITHERLAND, Shaun, Hugh",GB,GB
900941,"SEKINE, Tomonori",JP,JP
708893,"CHRISTIE, Andrew Robert",GB,GB
1523049,"GUSTAFSON, Brian",US,US
978391,"OSAKABE, Katsuichi",JP,JP
1229637,"TAN, How, Boon",SG,SG
1153307,"NOUT, Martinus, Johannes, Robertus",NL,NL
1338683,"BRUZZESE, Frank, Joseph",US,US
716932,"MORICZ, Krisztina",HU,HU
1523467,"WOOD, Edward, T.",US,US
978778,"KIDOKORO, Naoto",JP,JP
775500,"UBERTELLI, Alberto",IT,IT
956093,"NISHIJO, Yoshiteru",JP,JP
1514127,"PELO, Mark",US,US
967119,"SANO, Fumihiko",JP,JP
1264159,"DICKSON, Robert, B.",US,US
33389,"KERSHAW, Michael, H.",AU,AU
1424106,"GORCZYCA, Thomas, Bert",US,US
1635314,"STUT, Wim, J., J.",NL,NL
455430,"HARTER JR, William, Wood",US,US
1369450,"DAVIES, Steven, Charles",US,US
1269970,"GAL, Naomi",IL,IL
901499,"MIKI, Kohei",JP,JP
54851,"ALVAREZ LEITE, Jaqueline, Isaura",BR,BR
814035,"NEHEMIA, Yael",IL,IL
902681,"FUJIMAKI, Munehisa",JP,JP
68405,"BABIAK, Nicolette, M.",CA,CA
963339,"HARANOU, Shigenobu",JP,JP
177660,"STAHLMANN, Hanns-Dietrich",DE,DE
598894,"CABARET, Louis",FR,FR
156934,"CHENG, Quan",CN,CN
1461600,"JACKSON, Gregory, R.",US,US
569156,"LALLEMENT, Guy",FR,FR
6697,"BACANOVIC, Milan",AT,AT
801962,"DEIRDRE, Ni, Eidhin",IE,IE
357758,"SCHROCK, Robert",DE,DE
522342,"GOMA AYATS, Juan Ramon",ES,ES
685475,"SETON, John, Christopher",GB,GB
192169,"VESTGARD, Bard",NO,NO
647731,"MALFAIT, Anne-Marie",BE,GB
1563437,"MINBIOLE, Barry, Alan",US,US
1677348,"TRAVISH, Gil",US,US
1453274,"MEHTA, Smita",IN,US
861797,"MATSUYAMA, Masanori",JP,JP
1176472,"BISWAS, Margaret",NZ,NZ
478092,"JANSSON, Erik",SE,SE
616150,"RUDDELL, James, Nelson",GB,GB
322729,"THIMM, Thomas",DE,DE
1392788,"NICKOL, Robert, G.",US,US
436098,"REIMERS, Oliver",DE,DE
1017397,"KIM, Dong Young",KR,JP
1012175,"NAKAMUTA, Yuu",JP,JP
530863,"MUJAL OBRADORS, CaIus",ES,ES
1250089,"CAPRA, J., Donald",US,US
490371,"VAN DER KLOET, Andree",NL,DE
1754927,"RYAN, John P.",US,US
633098,"ARMSTRONG, Donald, Stuart",GB,GB
1043951,MARUO Kohei,JP,JP
1588539,"DEPAUW, Mary",CA,CA
663411,"MCNEENEY, Stephen, Phillip",GB,GB
271816,"BAADER, Uwe",DE,DE
1265770,"TORRISI, Angelo, M.",US,US
717841,"SOMFAI, GAbor MArk",HU,HU
447886,"HEIDRICH, Benjamin",DE,DE
655993,"LAPHAM, Darren, Paul",GB,GB
84892,"KANNE, Vergil",CA,CA
1653238,"JETHROW, Christopher, A.",US,US
963198,"HIRATA, Mikiko",JP,JP
650232,"OZANIAN, Krikor, Bertch",BG,GB
1593320,"WING, Harry, Edward",US,US
406801,"HULT, Anders",SE,SE
1278450,"SONG, Wen-Yuang",CN,US
970535,"KURIHARA, Youichirou",JP,JP
766661,"NOVELLA-MAESTRE, Edurne",ES,ES
1142347,"AYALA BRAVO, Hilda Adriana",MX,MX
45059,"WILLIAMS, Greg",US,US
1537737,"YU, Chih-yi",**,US
420635,"ARNDT, Karl-Heinz",DE,DE
21438,"KARABELAS, Bill",AU,AU
1051280,TSUKAJIMA Aki,JP,JP
1001177,"MIYAMURA, Harunori",JP,JP
636753,"HARDCASTLE, Ian",GB,GB
851226,"ARITAKA, Norihiro",JP,JP
499390,"PAVLINEK, Tomo",DE,DE
1262794,"BERGMAN, Jeffrey, P.",US,US
1372043,"HALLFORD, Catherine, M.",US,US
30194,"BAKER, Patrick",AU,AU
1259860,"ZADINI, Giorgio, C.",US,US
1852020,"SAYER, Douglas, A.",US,US
1620559,"PATRA, Debasis",IN,US
152089,"ZHANG, Wei",DE,CN
1487747,"KOSIBA, David",US,US
1303754,"SUN, Bingxi",US,US
1181780,"VASILIU, Mircea, Ioan, RAzvan",RO,RO
890849,"TORIHATA, Minoru",JP,JP
803478,"STAFFORD, Ulick",IE,IE
414081,"DOMINIANNI, Matteo",IT,IT
1253876,"CROOK, R., Igor",US,US
1355202,"PORTER, Gordon, J.",US,US
1559587,"HOCKER, Kevin Lee",US,US
380955,"HUTTERMANN, JUrgen",DE,DE
1582779,"VANCE, Jeffery",US,US
1248640,"WEHNER, Gottfried, K.",US,US
981236,"TOSHIRO, Yutaka",JP,JP
1048549,"NAKASHIMA, Shinsuke",JP,JP
1450405,"RENZULLI, Mark, E.",US,US
328823,"SIMONSSON, Olof",SE,SE
553388,"ARMAND, Marcel",FR,FR
68842,"LITTLE, John",CA,CA
156370,"HUANG, Lisheng",CN,CN
448008,"PAPRIC, Bosko",DE,DE
1847695,"JERRY, Gerald J.",US,US
1159708,"VAN MASTRIGT, Elmar",NL,NL
159905,"HER MAN, Petr",CZ,CZ
1656819,"STRAUSBERG, Marc",US,US
1246752,"VOGEL, Ferdinard, Lincoln",US,US
737381,"MORRELL, Andrew, Ian",GB,GB
1570397,"STECK, John, E.",US,US
1526086,"KURFESS, James, D.",US,US
530237,"GOMEZ MONTES DE OCA, JosE Manuel",ES,ES
1030394,AKIYAMA Shu,JP,JP
637671,"CURRY, John, James",GB,GB
1533665,"HERBST, Dana, D.",US,US
1426370,"WANG, Xiaoying",CN,US
1739801,"WILLIAMS, Luke, Fraser",US,US
1474203,"HO, Mitchell",US,US
1202246,"ARVIDSSON, Jan-Ivar",SE,SE
701861,"HENRIQUEZ, Fiona",GB,GB
1673207,"FINN, Aaron, Hungate",US,US
91197,"GAO, Yan",CN,CA
784380,"BONA, Basilio",IT,IT
1814814,"NISHIMURA, Stephen",US,US
61600,"YING, Killian, P.",US,US
858940,"OKINAKA, Yasushi",JP,JP
487742,"JUDD, Kevin, Bruce",US,US
1426006,"SANDSTROM, Giovana, A.",US,US
169726,"NYS, Dirk",BE,BE
1555182,"POELSTRA, Kornelis",US,US
466402,"BAUER, Andreas",CH,CH
1353898,"SLOBODIN, David, E.",US,US
1353739,"LEBOVITZ, Richard, V.",US,US
1323732,"WINKLER, James, V.",US,US
110085,"QIU, Xueming",CN,CN
1230509,"TEO, Cheng Yong, William",SG,SG
561465,"COCHEZ, Pierre",FR,FR
1214969,"VACEK, Edward",US,US
446029,"ETZOLD, Mathias",DE,DE
314701,"ENDERLE, Harald",DE,DE
339866,"HOHENHORST, Winfried",DE,DE
1124512,"KIM, Byung-ku",KR,KR
56995,"CARVALHO, Krishnamurti de Morais",BR,BR
1800924,"JOHNSON, Steven R.",US,US
432654,"FUSSTETTER, Klaus",DE,CH
1578286,"RIPPE, Stephen, G.",US,US
1354094,"DAVIS, Kirk, E.",US,US
715633,"BARDIN, Clyde, Wayne",US,US
480527,"ZIEGLER, SEbastien",CH,CH
1156857,"BODEWES, Harmannus, Josephus, Amoldus",NL,NL
845972,"ADACHI, Kozi",JP,JP
1701408,"OGLE, Holli C",US,US
734409,"SCHEP, Cornelis, M.",NL,FR
9611,"GOODE, Peter, Anton",AU,AU
953825,"IWAKIRI, Hideyuki",JP,JP
603417,HABERKORN Laure,FR,FR
1221367,"DEURELL, Tomas",SE,SE
1646205,"GEORGAKOUDI, Irene",US,US
89971,"MARKO, Alexei, John",CA,CA
1340207,"GRINBERG, Vitali Arkad'evich",RU,RU
54171,"BENEVENUTI, Fabio",BR,BR
1078091,"CHO, Kwan-Ho",KR,KR
1179062,"BIELECKI, Stanislaw",PL,PL
1630786,"SUNG, Moo Je",KR,US
127826,"ZHOU, Zhaoqi",CN,CN
83343,"SPENCE, Daniel, J.",CA,CA
310664,"WITZMANN, Hans, Klaus",DE,DE
1438718,"ROGERS, Janet, Marie",US,US
52209,"DA SILVA, JoAo Paulo",BR,BR
1612669,"LIU, Xiaole, S.",CN,US
1055076,IWASAKI Akira,JP,JP
1305144,"VIZE, Peter, D.",US,US
1553623,"GOMES, Sylvie",FR,US
1512783,"VANEPPS, Daniel James, Jr.",US,US
1142752,"MARES GALLARDO, MarIa, Teresa",MX,MX
325954,"JEWELL, Charles, Francis, Jr.",US,US
169329,"LEDERMANN, Herbert",DE,DE
661808,"OUYANG, Tianhong",US,US
1513144,"TSAI, Chung-Yi",US,US
1260835,"LOENING, Stefen",US,US
89610,"SICHELLO, Chad",CA,CA
1414076,"MARKS, Richard",US,US
974691,"WANG, Yige",CN,US
106094,"HENGSBERGER, Matthias",DE,CH
1386394,"DUTA, Mihaela, D.",RO,GB
227481,"BROWNUM, GOsta",DK,DK
1538208,"BUTLER, Jim",US,US
1860,"SCHILD, Gabriele",DE,AT
282673,"CARGNEL, Giuseppe",IT,IT
523318,"JURADO EXPOSITO, Montserrat",ES,ES
1666750,"JARVENPAA, Janne",FI,US
1214561,"LILJHA, Johan",SE,SE
68594,"MAJSTOROVIC, Damjan",CA,CA
1804829,"NOGA, Jeffrey, M.",US,US
485610,"BARTOLINI, Carlo Maria",IT,IT
921495,"USHIDA, Tomoki",JP,JP
433112,"WINDBERGS, Thor",DE,BR
1800569,"TO, John T.",US,US
1693251,"MOECKEL, Gilbert, W.",DE,US
1239875,"SHISHKIN, Mikhail Alexeevich",SU,SU
134018,"MAO, Weicheng",CN,CN
1461525,"JINDAL, Deepak",IN,US
1785370,"GWOST, Douglas, Ulen",US,US
1780321,"GLOWACKI, Julie",US,US
990188,"OHYAMA, Ryuichi",JP,JP
624930,"DRANSFIELD, Paul, John",GB,GB
475307,"HAYWARD, Vincent",FR,FR
514086,"WEIAND, Sebastian",DE,DE
576549,"ULMER, Laurent",FR,FR
1362377,"STEWART, Kenneth, B., Jr.",US,US
1824676,"KNIGHT, Peter A.",GB,GB
183410,"RIEDEL, Bernd",DE,DE
1342659,"EL-SHERBEINI, Mohamed",US,US
993587,"KUSANAGI, Ryota",JP,JP
1745753,"MATTHEW, Renu",US,US
1390615,"DOMINKO, Tanja",**,US
428460,"PADOVAN, Alfio",IT,IT
1800244,"COOPER, Steve",US,US
1208488,"JARNSTROM, Lars",SE,SE
1548385,"PROMMEL, Mark",US,US
1370735,"BATENJANY, Michael, M",US,US
634220,"COZENS, Albert, Percy",GB,GB
325034,"GERMANN, Bernd",DE,DE
1212707,"LIPPELT, Hans, Peter",DE,DE
1600734,"VOELKER, Mark, A.",US,US
730439,"YADAV, Satya, Niketan",IN,IN
1239720,"SMYSHLYAEVA, Olga Jurievna",SU,SU
1209181,"SAXBACK, Lars",SE,SE
985280,"KAWAMURA, Hatsuhiko",JP,JP
442104,"RADZIMANOWSKI, Jens",DE,DE
1359906,"EIGLER, Frank, J.",CA,CA
1443163,"FARCHIONE, David",US,US
752564,"POLSON, Hannah",GB,FR
270609,"HESSLER, Antonella",DE,DE
297703,"MEURER, Manfred",DE,DE
682228,"PLAISIER, Yvette, Jogien",BE,BE
1134702,"KIM, Jun-Kyu",KR,KR
881295,"FUKAGAWA, Ryoichi",JP,JP
375770,"ROHRS, Janine",DE,DE
137502,"SHI, Jianda",CN,CN
1541311,"CHATTERJEE, Madhumita",IN,US
841025,"YAMAMOTO, Tadashi",JP,JP
802963,"CURTIN, Damian",IE,IE
62899,"DEIBERT, Ronald, H.",CA,CA
903169,"TAKAHARA, Kazuo",JP,JP
1683664,"HARRIS, Alan Gerald",GB,US
1624702,"HU, Xiaobo, Sharon",US,US
705998,"SHAPLAND, Howard",GB,GB
517212,"PEREZ RODRIGUEZ, Francisco",ES,ES
261111,"VAN SCHIE, Bartholomeus, Josef",NL,NL
1761436,"VAN SICKLE, John, David",US,US
1190490,"KOBETS, Sergey Alexandrovich",RU,RU
914548,"TERASAWA, Tomoya",JP,JP
404431,"FAJARDIE, Franck",FR,FR
1194383,"BONDAR, Vladimir Stanislavovich",RU,RU
1071783,"BAE, Youn, Soo",KR,KR
72723,"MIN, Wei-Ping",CA,CA
1450553,"POZNANOVIC, Daniel",US,US
552573,"MOULIN, Jean, Marc",FR,FR
88574,"RAJAGOPALAN, Ramgopal",IN,CA
905483,"KASHIMOTO, Tomoyo",JP,JP
449938,"KOGUT, Jakub Adam",PL,PL
1088436,"PARK, Ji Eun",KR,KR
491321,"GARCIA GARCIA, Antonio",ES,ES
483372,"NGUYENPHU, Thinh",US,US
1641150,"WEGERER, David, A.",US,US
596206,"GUICHARDAN, Christian",FR,FR
103383,"SCHWARZ, Raimund",DE,CH
531916,"SAENZ MORALES, David",ES,ES
603775,"LAUVERGNE, Romain",FR,FR
1824807,"AGARWAL, Sandeep, K.",US,US
984905,"TADA, Shigeo",JP,JP
454558,"GILLESSEN, Silke",CH,CH
446724,"MOROZ, Nikolay, G.",RU,CZ
1389971,"SMITH, Timothy",US,US
689348,"COULSON, Chris",GB,GB
1019834,TANIFUJI Tamotsu,JP,JP
368633,"BUSSER, Jens-Uwe",DE,DE
118014,"LI, Xiangming",CN,CN
1449921,"PENNINGTON II, Ernest, L.",US,US
1417145,"COELHO, Joe, A.",US,US
897818,"OZAWA, Tokuro",JP,JP
162378,"WESTERMAIR, Werner",DE,DE
1568398,"BUSCH-PETERSEN, Jakob",US,US
11105,"SIRNINGER, Helmut, Anton, Karl",AU,AU
1563659,"ROBL, Thomas, L.",US,US
1177643,"THOMSON, Graeme Alexander",NZ,NZ
254137,"SPECKHAUS, Werner",DE,DE
1775507,"CHENG (MAX), Zong-ming",US,US
172923,"LERCHE, Elke",DE,DE
845175,"TAKAHASHI, Yuzuru",JP,JP
935215,"FURUMI, Seiichi",JP,JP
457221,"DAUBENSCHMID, Jeannine",DE,DE
231017,"MOLLER, Michael HOrup",DK,DK
847168,"NAKAHARA, Yoshihiko",JP,JP
664694,"RIDLEY, Martin, Brandon",GB,GB
346837,"GEIGER, Martin",DE,DE
243857,"DE LOTTO, Maurizio",IT,IT
1488207,"MAGLICA, Anthony",US,US
1431532,"SECCOMBE, Donald, A., Jr.",US,US
1089073,"PARK, Sung-woo",KR,KR
694757,"BARTON, Jonathon",GB,GB
875224,"MANNOH, Masya",JP,JP
849762,"YAMADA, Masao",JP,JP
814841,"BERMAN, Lawrence",IL,IL
1464430,"WEAGLE, David",US,US
1297709,"YOUNG BELLIDO, Michele, L.",US,US
476895,"RUIZ, GaEl",FR,FR
530469,"TARRE PEREZ, Maite",ES,ES
1844147,"YU, Yongxin",CN,US
473929,"BLACKWELL, Lee, Edward",GB,GB
1640987,"ZHANG, Jane Qing",US,US
288523,"MEHRL, Robert",DE,DE
1721383,"ALLEN, Kraig Herman",US,US
700479,"SHETTY, Reshma",US,US
1655605,"DAVIS, Alan L.",US,US
1348994,"HATTOX, Thomas, M.",US,US
396608,"STANGL, Martin",DE,DE
80711,"ABDI, Moussa",FR,FR
577561,"LEGROS, Jean-Paul",FR,FR
1333390,"GRAY, John",GB,US
503710,"HERZKE, Jennifer",DE,DE
894389,"NISHIWAKI, Yasuo",JP,JP
1041466,KITAGO Keita,JP,JP
1462278,"DAWSON, Jay, W.",US,US
1000347,"EZAKA, Tatsuya",JP,JP
521467,"GARCIA, Antonio, JesUs",ES,ES
1040033,MATSUNO Takako,JP,JP
1640388,"CROKE, Edward, T., III",US,US
