,country,technology,partner_count_avg,deg_centrality_avg,close_centrality_avg,bet_centrality_avg,page_rank_avg,local_partner_count_avg,local_deg_centrality_avg,local_close_centrality_avg,local_bet_centrality_avg,local_page_rank_avg,GMI_count,count,decile
40,IN,B25J,0.0,0.0,0.0,0.0,0.09090953173120175,0.0,0.0,0.0,0.0,0.09090953173120175,1,3,9
41,IN,G05D,0.0,0.0,0.0,0.0,0.07692354603629026,0.0,0.0,0.0,0.0,0.07692354603629026,1,5,1
42,IN,C02F,0.0,0.0,0.0,0.0,0.03846202712113569,0.0,0.0,0.0,0.0,0.03846202712113569,1,10,9
43,IN,A61M,0.0,0.0,0.0,0.0,0.009259583333333331,0.0,0.0,0.0,0.0,0.009259583333333331,1,24,9
44,IN,A61Q,0.0,0.0,0.0,0.0,0.01785722908093278,0.0,0.0,0.0,0.0,0.01785722908093278,1,12,9
45,IN,C08J,0.0,0.0,0.0,0.0,0.03571481293749999,0.0,0.0,0.0,0.0,0.03571481293749999,1,8,2
46,IN,H04M,3.0,0.04285714285714286,0.04285714285714286,0.0,0.018181697252840336,2.0,0.02857142857142857,0.03214285714285714,0.0,0.015022968203356902,2,71,1
47,IN,B64D,1.0,0.14285714285714285,0.14285714285714285,0.0,0.13888887500000002,1.0,0.14285714285714285,0.14285714285714285,0.0,0.13888887500000002,1,8,4
48,IN,H04N,0.0,0.0,0.0,0.0,0.001901140684410646,0.0,0.0,0.0,0.0,0.001901140684410646,4,126,1
49,IN,G05B,1.0,0.03333333333333333,0.03333333333333333,0.0,0.0434782598906615,1.0,0.03333333333333333,0.03333333333333333,0.0,0.0434782598906615,1,31,1
50,IN,H01L,0.0,0.0,0.0,0.0,0.009434378417464744,0.0,0.0,0.0,0.0,0.009434378417464744,3,38,1
51,IN,H01F,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,1,4,7
52,IN,D06F,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,1
53,IN,G01D,2.0,0.16666666666666666,0.16666666666666666,0.0,0.08771926071967567,2.0,0.16666666666666666,0.16666666666666666,0.0,0.08771926071967567,1,13,8
54,IN,G03F,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1
55,IN,F16L,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,5
56,IN,G06K,4.0,0.046511627906976744,0.050112419879861744,0.0006019151846785225,0.013859743384922487,3.6,0.04186046511627907,0.04712238665727038,0.0006019151846785225,0.013128087939691547,5,87,2
57,IN,F16K,0.0,0.0,0.0,0.0,0.027027498933691132,0.0,0.0,0.0,0.0,0.027027498933691132,1,9,2
58,IN,F25B,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,1
59,IN,F04B,0.0,0.0,0.0,0.0,0.09090953173120175,0.0,0.0,0.0,0.0,0.09090953173120175,1,3,2
60,IN,H04S,0.0,0.0,0.0,0.0,0.047619456663551996,0.0,0.0,0.0,0.0,0.047619456663551996,1,5,9
61,IN,H02H,0.0,0.0,0.0,0.0,0.020833493333333328,0.0,0.0,0.0,0.0,0.020833493333333328,1,12,6
62,IN,C09B,0.0,0.0,0.0,0.0,0.03846163450693491,0.0,0.0,0.0,0.0,0.03846163450693491,1,6,2
63,IN,H04L,1.0625,0.0016705974842767296,0.0019124129604672058,4.565319665230526e-06,0.0011216010278717531,0.8125,0.0012775157232704404,0.0015594051192518174,4.101049868766404e-06,0.0009324585619884622,32,637,1
64,IN,H01S,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,3
65,IN,C10G,0.0,0.0,0.0,0.0,0.0053475935828876985,0.0,0.0,0.0,0.0,0.0053475935828876985,1,39,1
66,IN,F23R,0.0,0.0,0.0,0.0,0.027027498933691132,0.0,0.0,0.0,0.0,0.027027498933691132,1,9,1
67,IN,G02B,0.0,0.0,0.0,0.0,0.02857176181224226,0.0,0.0,0.0,0.0,0.02857176181224226,1,11,1
68,IN,D03D,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2
