,country,technology,partner_count_avg,deg_centrality_avg,close_centrality_avg,bet_centrality_avg,page_rank_avg,local_partner_count_avg,local_deg_centrality_avg,local_close_centrality_avg,local_bet_centrality_avg,local_page_rank_avg,GMI_count,count,decile,decile_1stGMI_Sara
1930,ES,H01J,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,3,3.0
1931,ES,G11C,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
1932,ES,H04L,0.0,0.0,0.0,0.0,0.0019455276441374,0.0,0.0,0.0,0.0,0.0019455276441374,7,122,1,1.0
1933,ES,A63B,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,1,6,1,1.0
1934,ES,F03D,1.0,0.0294117647058823,0.0392156862745098,0.0,0.0271917516120808,1.0,0.0294117647058823,0.0392156862745098,0.0,0.0271917516120808,1,35,5,5.0
1935,ES,C12N,0.0,0.0,0.0,0.0,0.0059885013232808,0.0,0.0,0.0,0.0,0.0059885013232808,1,43,4,4.0
1936,ES,G02F,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,5,5.0
1937,ES,G10H,0.0,0.0,0.0,0.0,0.0625004799999999,0.0,0.0,0.0,0.0,0.0625004799999999,1,4,1,1.0
1938,ES,H04N,0.0,0.0,0.0,0.0,0.0107526881726952,0.0,0.0,0.0,0.0,0.0107526881726952,1,25,2,2.0
1939,ES,A47J,0.0,0.0,0.0,0.0,0.0178571665821874,0.0,0.0,0.0,0.0,0.0178571665821874,1,16,3,3.0
1940,ES,C09J,3.0,0.75,0.75,0.0,0.2380951358341119,2.0,0.5,0.5625,0.0,0.1966876967342821,2,5,9,9.0
1941,ES,H04M,0.0,0.0,0.0,0.0,0.0666672665981665,0.0,0.0,0.0,0.0,0.0666672665981665,1,7,6,6.0
1942,ES,G06F,0.0,0.0,0.0,0.0,0.0056820441820781,0.0,0.0,0.0,0.0,0.0056820441820781,1,56,1,1.0
1943,ES,H01L,0.0,0.0,0.0,0.0,0.030303585386955,0.0,0.0,0.0,0.0,0.030303585386955,1,13,1,1.0
1944,ES,G01S,0.0,0.0,0.0,0.0,0.0303031772437339,0.0,0.0,0.0,0.0,0.0303031772437339,1,9,10,10.0
1945,ES,G06T,0.0,0.0,0.0,0.0,0.016129032258339,0.0,0.0,0.0,0.0,0.016129032258339,1,14,1,1.0
1946,ES,A01D,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,5,5.0
1947,ES,C09D,0.0,0.0,0.0,0.0,0.052632296921306,0.0,0.0,0.0,0.0,0.052632296921306,1,7,3,3.0
1948,ES,G10L,1.0,0.1,0.1,0.0,0.1428568651564647,1.0,0.1,0.1,0.0,0.1428568651564647,1,11,4,4.0
1949,ES,G21C,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,7,7.0
1950,ES,A61C,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1,5,5,5.0
1951,ES,B60T,2.5,0.2272727272727272,0.2386363636363636,0.0181818181818181,0.1382373441970961,1.5,0.1363636363636363,0.1704545454545454,0.0181818181818181,0.1136363489422932,2,12,3,3.0
1952,ES,G06N,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,5,5.0
1953,ES,F16B,0.0,0.0,0.0,0.0,0.0294120190268024,0.0,0.0,0.0,0.0,0.0294120190268024,1,10,3,3.0
1954,ES,A61L,2.0,0.1111111111111111,0.2045454545454545,0.0,0.0418828983547774,2.0,0.1111111111111111,0.2045454545454545,0.0,0.0418828983547774,1,19,9,9.0
1955,ES,H01M,0.0,0.0,0.0,0.0,0.0588240380536049,0.0,0.0,0.0,0.0,0.0588240380536049,1,5,6,6.0
1956,ES,G01R,0.0,0.0,0.0,0.0,0.0357148129374999,0.0,0.0,0.0,0.0,0.0357148129374999,1,8,6,6.0
1957,ES,H04W,3.6666666666666665,0.0582010582010582,0.0582010582010582,0.0,0.0171232876712328,3.0,0.0476190476190476,0.0493827160493827,0.0,0.0157395876573958,3,64,1,1.0
1958,ES,C08F,1.0,0.1,0.1,0.0,0.0909090909090909,1.0,0.1,0.1,0.0,0.0909090909090909,1,11,4,4.0
1959,ES,C08J,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
1960,ES,A61N,0.0,0.0,0.0,0.0,0.0277778749999999,0.0,0.0,0.0,0.0,0.0277778749999999,1,8,5,5.0
1961,ES,H03M,0.0,0.0,0.0,0.0,0.0434785230815434,0.0,0.0,0.0,0.0,0.0434785230815434,1,7,10,10.0
1962,ES,H02M,4.0,0.2666666666666666,0.2666666666666666,0.0,0.0625,4.0,0.2666666666666666,0.2666666666666666,0.0,0.0625,1,16,9,9.0
1963,ES,H05B,0.0,0.0,0.0,0.0,0.0147059640136718,0.0,0.0,0.0,0.0,0.0147059640136718,1,16,5,5.0
1964,ES,A61M,0.0,0.0,0.0,0.0,0.0196078431372548,0.0,0.0,0.0,0.0,0.0196078431372548,1,15,4,4.0
1965,ES,H04B,0.0,0.0,0.0,0.0,0.0196083729725051,0.0,0.0,0.0,0.0,0.0196083729725051,1,15,1,1.0
1966,ES,D06F,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,1,6,1,1.0
1967,ES,H01H,0.0,0.0,0.0,0.0,0.0666672665981665,0.0,0.0,0.0,0.0,0.0666672665981665,1,7,3,3.0
1968,ES,G01N,0.0,0.0,0.0,0.0,0.0040164992830438,0.0,0.0,0.0,0.0,0.0040164992830438,1,57,2,2.0
1969,ES,G06Q,0.0,0.0,0.0,0.0,0.0092595833333333,0.0,0.0,0.0,0.0,0.0092595833333333,1,24,7,7.0
1970,RO,H04N,4.0,0.3333333333333333,0.375,0.0,0.0784601869446955,4.0,0.3333333333333333,0.375,0.0,0.0784601869446955,1,13,8,8.0
1971,RO,G06K,3.0,0.2727272727272727,0.478468899521531,0.0,0.0686716970045305,3.0,0.2727272727272727,0.478468899521531,0.0,0.0686716970045305,1,12,3,3.0
1972,RO,G01L,3.0,0.75,0.8,0.0,0.1874998188049499,3.0,0.75,0.8,0.0,0.1874998188049499,1,5,4,4.0
1973,RO,H04W,0.0,0.0,0.0,0.0,0.0476194566635519,0.0,0.0,0.0,0.0,0.0476194566635519,1,5,3,3.0
1974,RO,A61B,0.0,0.0,0.0,0.0,0.0588240380536049,0.0,0.0,0.0,0.0,0.0588240380536049,1,5,3,3.0
1975,RO,G06F,0.0,0.0,0.0,0.0,0.0072992727575063,0.0,0.0,0.0,0.0,0.0072992727575063,1,33,2,2.0
1976,RO,G02B,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
1977,RO,H01L,4.0,0.6666666666666666,0.75,0.0,0.1457137103211607,4.0,0.6666666666666666,0.75,0.0,0.1457137103211607,1,7,5,5.0
1978,BA,C25B,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
1979,MY,G06F,3.0,0.0576923076923076,0.0576923076923076,0.0,0.0270268571090196,3.0,0.0576923076923076,0.0576923076923076,0.0,0.0270268571090196,1,53,1,1.0
1980,MY,F21V,0.0,0.0,0.0,0.0,0.0625004799999999,0.0,0.0,0.0,0.0,0.0625004799999999,1,4,7,7.0
1981,MY,H04L,0.0,0.0,0.0,0.0,0.0163934426425006,0.0,0.0,0.0,0.0,0.0163934426425006,1,17,6,6.0
1982,MY,G11C,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1,5,1,1.0
1983,MY,G01V,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,4,4.0
1984,MY,H05K,0.0,0.0,0.0,0.0,0.0129873514934333,0.0,0.0,0.0,0.0,0.0129873514934333,1,17,7,7.0
1985,MY,H02J,0.0,0.0,0.0,0.0,0.0454547658656008,0.0,0.0,0.0,0.0,0.0454547658656008,1,6,3,3.0
1986,MY,C07C,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1,2,4,4.0
1987,MY,B01D,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,4,4.0
1988,MY,C08L,0.0,0.0,0.0,0.0,0.0476194566635519,0.0,0.0,0.0,0.0,0.0476194566635519,1,5,5,5.0
1989,MY,A61B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,5,5.0
1990,MY,H04B,3.0,0.375,0.375,0.0,0.1219512141650928,2.0,0.25,0.28125,0.0,0.1007430215488934,2,9,6,6.0
1991,MY,G01N,3.0,0.25,0.25,0.0,0.0877192607196756,3.0,0.25,0.25,0.0,0.0877192607196756,1,13,8,8.0
1992,MY,A61M,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
1993,MY,A01K,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,1,4,4,4.0
1994,MY,G02B,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
1995,MY,C10G,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,4,4.0
1996,MY,C07D,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,2.0
1997,MY,H04N,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,1,1.0
1998,MY,C12N,0.0,0.0,0.0,0.0,0.0384616345069349,0.0,0.0,0.0,0.0,0.0384616345069349,1,6,10,10.0
1999,MY,C08K,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1.0
2000,MY,H03K,0.0,0.0,0.0,0.0,0.0263157894738076,0.0,0.0,0.0,0.0,0.0263157894738076,1,10,1,1.0
2001,MY,C08F,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,3,3.0
2002,MY,C09K,0.0,0.0,0.0,0.0,0.0312500000768,0.0,0.0,0.0,0.0,0.0312500000768,1,8,3,3.0
2003,MY,H01R,0.0,0.0,0.0,0.0,0.0625004799999999,0.0,0.0,0.0,0.0,0.0625004799999999,1,4,4,4.0
2004,MY,G01R,1.0,0.0588235294117647,0.0588235294117647,0.0,0.0641025640873865,1.0,0.0588235294117647,0.0588235294117647,0.0,0.0641025640873865,1,18,2,2.0
2005,MY,C07K,0.0,0.0,0.0,0.0,0.0625004799999999,0.0,0.0,0.0,0.0,0.0625004799999999,1,4,8,8.0
2006,MY,G11B,0.0,0.0,0.0,0.0,0.0588244825271064,0.0,0.0,0.0,0.0,0.0588244825271064,1,9,1,1.0
2007,MY,H01L,0.5555555555555556,0.0061728395061728,0.0087191358024691,0.0,0.0075367897294204,0.3333333333333333,0.0037037037037037,0.00625,0.0,0.0050334984699943,9,91,1,1.0
2008,MY,C04B,3.0,1.0,1.0,0.0,0.25,1.0,0.3333333333333333,0.6,0.0,0.1759262030699401,3,4,9,9.0
2009,MY,F04D,2.0,0.6666666666666666,0.6666666666666666,0.0,0.31249984,2.0,0.6666666666666666,0.6666666666666666,0.0,0.31249984,1,4,9,9.0
2010,MY,A61F,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,8,8.0
2011,MY,H04W,0.0,0.0,0.0,0.0,0.0555558538171733,0.0,0.0,0.0,0.0,0.0555558538171733,1,6,1,1.0
2012,MY,E21B,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,3,9,1,1.0
2013,GB,C08L,0.0,0.0,0.0,0.0,0.0049261083743965,0.0,0.0,0.0,0.0,0.0049261083743965,1,47,4,4.0
2014,GB,F16H,0.0,0.0,0.0,0.0,0.0037039290718917,0.0,0.0,0.0,0.0,0.0037039290718917,1,78,2,2.0
2015,GB,B60R,2.0,0.0344827586206896,0.0344827586206896,0.0006049606775559,0.0412658848072876,2.0,0.0344827586206896,0.0344827586206896,0.0006049606775559,0.0412658848072876,1,59,1,1.0
2016,GB,A24F,0.0,0.0,0.0,0.0,0.0384615384616104,0.0,0.0,0.0,0.0,0.0384615384616104,1,6,7,7.0
2017,GB,H01S,0.0,0.0,0.0,0.0,0.0034013605442176,0.0,0.0,0.0,0.0,0.0034013605442176,2,70,1,1.0
2018,GB,C22B,0.0,0.0,0.0,0.0,0.0064516129032258,0.0,0.0,0.0,0.0,0.0064516129032258,1,39,2,2.0
2019,GB,B25B,0.0,0.0,0.0,0.0,0.0149257063413917,0.0,0.0,0.0,0.0,0.0149257063413917,1,23,2,2.0
2020,GB,G11B,0.0,0.0,0.0,0.0,0.0035845400008957,0.0,0.0,0.0,0.0,0.0035845400008957,3,99,2,2.0
2021,GB,B26B,2.0,0.0869565217391304,0.1545893719806763,0.0,0.0460120501652325,2.0,0.0869565217391304,0.1545893719806763,0.0,0.0460120501652325,1,24,4,4.0
2022,GB,H04S,1.0,0.0666666666666666,0.0666666666666666,0.0,0.0694444375,1.0,0.0666666666666666,0.0666666666666666,0.0,0.0694444375,1,16,5,5.0
2023,GB,B25D,0.0,0.0,0.0,0.0,0.0769235460362902,0.0,0.0,0.0,0.0,0.0769235460362902,1,5,9,9.0
2024,GB,B26D,1.0,0.05,0.05,0.0,0.0588234274877196,1.0,0.05,0.05,0.0,0.0588234274877196,1,21,6,6.0
2025,GB,A61H,0.0,0.0,0.0,0.0,0.0169494654391749,0.0,0.0,0.0,0.0,0.0169494654391749,1,19,3,3.0
2026,GB,B41J,0.0,0.0,0.0,0.0,0.0024999999999999,0.0,0.0,0.0,0.0,0.0024999999999999,1,92,9,9.0
2027,GB,E04H,4.0,0.1481481481481481,0.1481481481481481,0.0,0.0595234100662857,4.0,0.1481481481481481,0.1481481481481481,0.0,0.0595234100662857,1,28,6,6.0
2028,GB,E05C,0.0,0.0,0.0,0.0,0.0555565466997866,0.0,0.0,0.0,0.0,0.0555565466997866,1,10,5,5.0
2029,GB,C12Y,0.0,0.0,0.0,0.0,0.0322583109515835,0.0,0.0,0.0,0.0,0.0322583109515835,1,7,6,6.0
2030,GB,H04L,1.0,0.0013831258644536,0.0013831258644536,1.9156867928721124e-06,0.0010060361897744,1.0,0.0013831258644536,0.0013831258644536,1.9156867928721124e-06,0.0010060361897744,8,724,1,1.0
2031,GB,A23G,1.0,0.0232558139534883,0.0232558139534883,0.0,0.0260416525797407,1.0,0.0232558139534883,0.0232558139534883,0.0,0.0260416525797407,1,44,1,1.0
2032,GB,B23K,2.0,0.0277777777777777,0.0277777777777777,0.0,0.0210968382954198,2.0,0.0277777777777777,0.0277777777777777,0.0,0.0210968382954198,1,73,2,2.0
2033,GB,A41D,0.0,0.0,0.0,0.0,0.0114942528735632,0.0,0.0,0.0,0.0,0.0114942528735632,1,23,9,9.0
2034,GB,H01G,0.0,0.0,0.0,0.0,0.0112364105512833,0.0,0.0,0.0,0.0,0.0112364105512833,1,21,4,4.0
2035,GB,F16C,0.0,0.0,0.0,0.0,0.0042375448622302,0.0,0.0,0.0,0.0,0.0042375448622302,1,64,4,4.0
2036,GB,C12N,1.3333333333333333,0.0052083333333333,0.0052083333333333,0.0,0.0033546813052759,0.6666666666666666,0.0026041666666666,0.0034722222222222,0.0,0.0026825680147254,3,257,1,1.0
2037,GB,G07D,0.0,0.0,0.0,0.0,0.0068027220206616,0.0,0.0,0.0,0.0,0.0068027220206616,1,39,6,6.0
2038,GB,H02M,1.0,0.0158730158730158,0.0158730158730158,0.0,0.0235849056603759,0.0,0.0,0.0,0.0,0.0049019607843272,2,64,2,2.0
2039,GB,D02G,0.0,0.0,0.0,0.0,0.0185189127159016,0.0,0.0,0.0,0.0,0.0185189127159016,1,14,2,2.0
2040,GB,G06K,0.0,0.0,0.0,0.0,0.0015128593062379,0.0,0.0,0.0,0.0,0.0015128593062379,2,185,1,1.0
2041,GB,H03M,0.0,0.0,0.0,0.0,0.0055248618784596,0.0,0.0,0.0,0.0,0.0055248618784596,1,57,2,2.0
2042,GB,F04C,0.0,0.0,0.0,0.0,0.0256417182693091,0.0,0.0,0.0,0.0,0.0256417182693091,1,19,2,2.0
2043,GB,E21C,2.0,0.1052631578947368,0.1052631578947368,0.0058479532163742,0.0902796682353717,2.0,0.1052631578947368,0.1052631578947368,0.0058479532163742,0.0902796682353717,1,20,6,6.0
2044,GB,B29C,0.6666666666666666,0.0051282051282051,0.0051282051282051,0.0,0.0056224942754518,0.6666666666666666,0.0051282051282051,0.0051282051282051,0.0,0.0056224942754518,3,131,2,2.0
2045,GB,G16B,0.0,0.0,0.0,0.0,0.0263157894826122,0.0,0.0,0.0,0.0,0.0263157894826122,1,10,5,5.0
2046,GB,G01T,1.0,0.0476190476190476,0.0634920634920634,0.0,0.0432077397955314,1.0,0.0476190476190476,0.0634920634920634,0.0,0.0432077397955314,1,22,6,6.0
2047,GB,B60W,0.0,0.0,0.0,0.0,0.0052910052910052,0.0,0.0,0.0,0.0,0.0052910052910052,1,45,5,5.0
2048,GB,B82Y,0.0,0.0,0.0,0.0,0.0040322583738131,0.0,0.0,0.0,0.0,0.0040322583738131,1,60,2,2.0
2049,GB,F01D,0.0,0.0,0.0,0.0,0.001763668430335,0.0,0.0,0.0,0.0,0.001763668430335,1,139,3,3.0
2050,GB,H04N,2.333333333333333,0.007803790412486,0.0097467749641662,0.0001346771116248,0.0050029413608016,1.6666666666666667,0.0055741360089186,0.0055741360089186,3.741030878468871e-05,0.0043674622097483,3,300,1,1.0
2051,GB,G21C,0.0,0.0,0.0,0.0,0.0086206902490524,0.0,0.0,0.0,0.0,0.0086206902490524,1,28,3,3.0
2052,GB,H01H,3.0,0.0625,0.0625,0.0,0.0335570469798449,3.0,0.0625,0.0625,0.0,0.0335570469798449,1,49,1,1.0
2053,GB,G06F,2.25,0.0019806338028169,0.0026294604106872,1.3001713166911403e-05,0.0008360072909164,2.083333333333333,0.0018339201877934,0.0024861844679186,1.2376941531715992e-05,0.0008013884473959,12,1137,1,1.0
2054,GB,A01H,0.0,0.0,0.0,0.0,0.0312502399999999,0.0,0.0,0.0,0.0,0.0312502399999999,1,8,10,10.0
2055,GB,B24D,0.0,0.0,0.0,0.0,0.0294120190268024,0.0,0.0,0.0,0.0,0.0294120190268024,1,10,1,1.0
2056,GB,A01J,0.0,0.0,0.0,0.0,0.0666672665981665,0.0,0.0,0.0,0.0,0.0666672665981665,1,7,7,7.0
2057,GB,G11C,0.0,0.0,0.0,0.0,0.0054945054945057,0.0,0.0,0.0,0.0,0.0054945054945057,1,54,1,1.0
2058,GB,F23Q,0.0,0.0,0.0,0.0,0.0588240380536049,0.0,0.0,0.0,0.0,0.0588240380536049,1,5,6,6.0
2059,GB,B60N,0.0,0.0,0.0,0.0,0.0096159814164947,0.0,0.0,0.0,0.0,0.0096159814164947,1,32,3,3.0
2060,GB,D21H,3.0,0.1071428571428571,0.1071428571428571,0.0,0.0476190475654861,3.0,0.1071428571428571,0.1071428571428571,0.0,0.0476190475654861,1,29,1,1.0
2061,GB,B65C,2.0,0.2857142857142857,0.2857142857142857,0.0,0.1785711122374999,2.0,0.2857142857142857,0.2857142857142857,0.0,0.1785711122374999,1,8,3,3.0
2062,GB,G01B,2.0,0.0202020202020202,0.0202020202020202,0.0,0.0142045435525057,2.0,0.0202020202020202,0.0202020202020202,0.0,0.0142045435525057,1,100,3,3.0
2063,GB,B64C,0.0,0.0,0.0,0.0,0.0042196467980909,0.0,0.0,0.0,0.0,0.0042196467980909,1,77,1,1.0
2064,GB,F02M,1.0,0.0178571428571428,0.0178571428571428,0.0,0.0295857988165585,1.0,0.0178571428571428,0.0178571428571428,0.0,0.0295857988165585,1,57,1,1.0
2065,GB,F41A,0.0,0.0,0.0,0.0,0.0147059640136718,0.0,0.0,0.0,0.0,0.0147059640136718,1,16,7,7.0
2066,GB,C07J,1.0,0.0769230769230769,0.2130177514792899,0.0,0.0433396319847315,1.0,0.0769230769230769,0.2130177514792899,0.0,0.0433396319847315,1,14,1,1.0
2067,GB,F16F,0.0,0.0,0.0,0.0,0.0099009900990099,0.0,0.0,0.0,0.0,0.0099009900990099,1,33,3,3.0
2068,GB,F01C,0.0,0.0,0.0,0.0,0.0400003708512036,0.0,0.0,0.0,0.0,0.0400003708512036,1,9,7,7.0
2069,GB,F04D,0.0,0.0,0.0,0.0,0.0047394521727351,0.0,0.0,0.0,0.0,0.0047394521727351,1,55,5,5.0
2070,GB,B27N,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,8,8.0
2071,GB,F02D,1.0,0.0212765957446808,0.0887747615553925,0.0,0.0145492663641641,1.0,0.0212765957446808,0.0887747615553925,0.0,0.0145492663641641,1,48,1,1.0
2072,GB,C10B,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,6,6.0
2073,GB,G06Q,1.7142857142857142,0.0053571428571428,0.0053571428571428,0.0,0.0026222779628027,1.7142857142857142,0.0053571428571428,0.0053571428571428,0.0,0.0026222779628027,7,321,2,2.0
2074,GB,G03F,9.0,0.18,0.1956521739130435,0.0006530612244897,0.0265288871406237,9.0,0.18,0.1956521739130435,0.0006530612244897,0.0265288871406238,1,51,6,6.0
2075,GB,H01M,2.0,0.0192307692307692,0.0192307692307692,0.0001867064973861,0.0157863461995139,2.0,0.0192307692307692,0.0192307692307692,0.0001867064973861,0.0157863461995139,1,105,2,2.0
2076,GB,C01B,3.0,0.0348837209302325,0.0348837209302325,0.0,0.0134770688379052,3.0,0.0348837209302325,0.0348837209302325,0.0,0.0134770688379052,1,87,10,10.0
2077,GB,A23D,2.0,0.1818181818181818,0.1818181818181818,0.0,0.0961538461537921,2.0,0.1818181818181818,0.1818181818181818,0.0,0.0961538461537921,1,12,7,7.0
2078,GB,B60K,0.0,0.0,0.0,0.0,0.016949697139634,0.0,0.0,0.0,0.0,0.016949697139634,1,23,6,6.0
2079,GB,B60C,0.0,0.0,0.0,0.0,0.0096153846249216,0.0,0.0,0.0,0.0,0.0096153846249216,2,28,6,6.0
2080,GB,F02P,0.0,0.0,0.0,0.0,0.0128205128205128,0.0,0.0,0.0,0.0,0.0128205128205128,1,18,9,9.0
2081,GB,G01L,0.0,0.0,0.0,0.0,0.0086211831551036,0.0,0.0,0.0,0.0,0.0086211831551036,1,40,4,4.0
2082,GB,F16B,1.0,0.0158730158730158,0.0158730158730158,0.0,0.0260412297599999,1.0,0.0158730158730158,0.0158730158730158,0.0,0.0260412297599999,1,64,4,4.0
2083,GB,G01J,2.0,0.0277777777777777,0.03125,0.0,0.0158461146563668,2.0,0.0277777777777777,0.03125,0.0,0.0158461146563668,1,73,4,4.0
2084,GB,A63F,0.0,0.0,0.0,0.0,0.0042553191489417,0.0,0.0,0.0,0.0,0.0042553191489417,1,71,2,2.0
2085,GB,C03B,0.0,0.0,0.0,0.0,0.0067114175244089,0.0,0.0,0.0,0.0,0.0067114175244089,1,37,7,7.0
2086,GB,C09C,0.0,0.0,0.0,0.0,0.011111118568375,0.0,0.0,0.0,0.0,0.011111118568375,1,22,7,7.0
2087,GB,H03K,0.0,0.0,0.0,0.0,0.00353378492446,0.0,0.0,0.0,0.0,0.00353378492446,1,87,1,1.0
2088,GB,B62K,0.0,0.0,0.0,0.0,0.0370375953585275,0.0,0.0,0.0,0.0,0.0370375953585275,1,11,3,3.0
2089,GB,H01L,2.4,0.0078688524590163,0.0096186367558239,5.608283002588438e-05,0.0041873589344678,2.0,0.0065573770491803,0.0090284728213977,5.608283002588438e-05,0.0038272511932135,5,306,1,1.0
2090,GB,F02B,0.0,0.0,0.0,0.0,0.0114942528735632,0.0,0.0,0.0,0.0,0.0114942528735632,1,27,7,7.0
2091,GB,G21F,0.0,0.0,0.0,0.0,0.0156254524496069,0.0,0.0,0.0,0.0,0.0156254524496069,1,20,2,2.0
2092,GB,G03B,0.0,0.0,0.0,0.0,0.0116279077725894,0.0,0.0,0.0,0.0,0.0116279077725894,1,26,4,4.0
2093,GB,C08G,0.0,0.0,0.0,0.0,0.0022779043280182,0.0,0.0,0.0,0.0,0.0022779043280182,1,103,2,2.0
2094,GB,F21S,0.0,0.0,0.0,0.0,0.025000329293374,0.0,0.0,0.0,0.0,0.025000329293374,1,12,2,2.0
2095,GB,H01J,0.0,0.0,0.0,0.0,0.0014044944106736,0.0,0.0,0.0,0.0,0.0014044944106736,2,180,2,2.0
2096,GB,H02P,0.6666666666666666,0.0133333333333333,0.0133333333333333,0.0,0.0114942528735632,0.6666666666666666,0.0133333333333333,0.0133333333333333,0.0,0.0114942528735632,3,51,6,6.0
2097,GB,G01H,1.0,0.0625,0.0833333333333333,0.0,0.0733771082045014,1.0,0.0625,0.0833333333333333,0.0,0.0733771082045014,1,17,1,1.0
2098,GB,G01Q,0.0,0.0,0.0,0.0,0.0294120190268024,0.0,0.0,0.0,0.0,0.0294120190268024,1,10,4,4.0
2099,GB,G08G,0.0,0.0,0.0,0.0,0.0169493658366287,0.0,0.0,0.0,0.0,0.0169493658366287,1,15,8,8.0
2100,GB,C12M,0.0,0.0,0.0,0.0,0.013333484977003,0.0,0.0,0.0,0.0,0.013333484977003,1,19,1,1.0
2101,GB,C25B,0.0,0.0,0.0,0.0,0.0166672259072,0.0,0.0,0.0,0.0,0.0166672259072,1,20,10,10.0
2102,GB,C25D,1.0,0.0333333333333333,0.0333333333333333,0.0,0.0359712230215827,1.0,0.0333333333333333,0.0333333333333333,0.0,0.0359712230215827,1,31,1,1.0
2103,GB,B03D,0.0,0.0,0.0,0.0,0.0909095317312017,0.0,0.0,0.0,0.0,0.0909095317312017,1,3,8,8.0
2104,GB,B01J,0.0,0.0,0.0,0.0,0.0014814814814814,0.0,0.0,0.0,0.0,0.0014814814814814,1,167,2,2.0
2105,GB,A23L,0.5,0.0147058823529411,0.0147058823529411,0.0,0.022900763449775,0.5,0.0147058823529411,0.0147058823529411,0.0,0.022900763449775,2,35,6,6.0
2106,GB,B32B,0.0,0.0,0.0,0.0,0.0030120481927744,0.0,0.0,0.0,0.0,0.0030120481927744,2,100,2,2.0
2107,GB,G01G,0.0,0.0,0.0,0.0,0.0144930085515005,0.0,0.0,0.0,0.0,0.0144930085515005,1,21,2,2.0
2108,GB,H02K,0.0,0.0,0.0,0.0,0.0035212330104681,0.0,0.0,0.0,0.0,0.0035212330104681,1,84,3,3.0
2109,GB,F15B,0.0,0.0,0.0,0.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0064102564102564,1,40,9,9.0
2110,GB,H01P,0.0,0.0,0.0,0.0,0.0161290322580676,0.0,0.0,0.0,0.0,0.0161290322580676,1,22,1,1.0
2111,GB,G01V,0.0,0.0,0.0,0.0,0.0021367757465584,0.0,0.0,0.0,0.0,0.0021367757465584,2,132,1,1.0
2112,GB,C10M,0.0,0.0,0.0,0.0,0.0048309178743961,0.0,0.0,0.0,0.0,0.0048309178743961,1,55,2,2.0
2113,GB,F02K,0.0,0.0,0.0,0.0,0.0204087851659858,0.0,0.0,0.0,0.0,0.0204087851659858,1,21,4,4.0
2114,GB,B22F,0.0,0.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0133333333333333,1,19,3,3.0
2115,GB,G03G,0.0,0.0,0.0,0.0,0.006993483843848,0.0,0.0,0.0,0.0,0.006993483843848,1,39,5,5.0
2116,GB,B05D,0.0,0.0,0.0,0.0,0.0095238913327103,0.0,0.0,0.0,0.0,0.0095238913327103,1,25,9,9.0
