,country,technology,partner_count_avg,deg_centrality_avg,close_centrality_avg,bet_centrality_avg,page_rank_avg,local_partner_count_avg,local_deg_centrality_avg,local_close_centrality_avg,local_bet_centrality_avg,local_page_rank_avg,GMI_count,count,decile,decile_1stGMI_Sara
1350,CA,G01N,0.5,0.0013513513513513,0.0013513513513513,0.0,0.0021818181820256,0.3,0.0008108108108108,0.0008108108108108,0.0,0.0016093635704325,10,371,1,1.0
1351,CA,H03J,0.0,0.0,0.0,0.0,0.037037217241555,0.0,0.0,0.0,0.0,0.037037217241555,1,7,9,9.0
1352,CA,G01F,1.0,0.024390243902439,0.024390243902439,0.0,0.03731324447231,1.0,0.024390243902439,0.024390243902439,0.0,0.03731324447231,1,42,2,2.0
1353,CA,H01Q,0.0,0.0,0.0,0.0,0.0041495731432555,0.0,0.0,0.0,0.0,0.0041495731432555,3,73,1,1.0
1354,CA,B65D,0.0,0.0,0.0,0.0,0.0020498320382646,0.0,0.0,0.0,0.0,0.0020498320382646,3,168,3,3.0
1355,CA,F21V,2.0,0.0588235294117647,0.0588235294117647,0.0,0.0793607583191502,2.0,0.0588235294117647,0.0588235294117647,0.0,0.0793607583191502,1,35,1,1.0
1356,CA,A23B,0.0,0.0,0.0,0.0,0.037037217241555,0.0,0.0,0.0,0.0,0.037037217241555,1,7,2,2.0
1357,CA,B60W,0.0,0.0,0.0,0.0,0.0222226382865694,0.0,0.0,0.0,0.0,0.0222226382865694,1,13,2,2.0
1358,CA,D21H,1.0,0.0588235294117647,0.0588235294117647,0.0,0.0675675675675675,1.0,0.0588235294117647,0.0588235294117647,0.0,0.0675675675675675,1,18,1,1.0
1359,CA,H04N,0.5,0.0018867924528301,0.0018867924528301,0.0,0.0019493177392309,0.5,0.0018867924528301,0.0018867924528301,0.0,0.0019493177392309,4,266,1,1.0
1360,CA,F23D,0.0,0.0,0.0,0.0,0.030303585386955,0.0,0.0,0.0,0.0,0.030303585386955,1,13,1,1.0
1361,CA,C12N,3.5,0.0152838427947598,0.0152838427947598,0.0,0.0030181086519114,3.5,0.0152838427947598,0.0152838427947598,0.0,0.0030181086519114,2,230,1,1.0
1362,CA,C04B,0.0,0.0,0.0,0.0,0.0034722222234374,0.0,0.0,0.0,0.0,0.0034722222234374,1,64,7,7.0
1363,CA,C07B,0.0,0.0,0.0,0.0,0.0476194566635519,0.0,0.0,0.0,0.0,0.0476194566635519,1,5,8,8.0
1364,CA,H04W,1.625,0.0040024630541871,0.0110532555498688,7.44997871434653e-05,0.0020773836791605,0.625,0.001539408866995,0.0056198879400425,0.0,0.000966944309879,8,407,1,1.0
1365,CA,B81C,0.0,0.0,0.0,0.0,0.0322583109515835,0.0,0.0,0.0,0.0,0.0322583109515835,1,7,6,6.0
1366,CA,A42B,0.0,0.0,0.0,0.0,0.0085471029862338,0.0,0.0,0.0,0.0,0.0085471029862338,1,33,4,4.0
1367,CA,C25D,0.0,0.0,0.0,0.0,0.0140846686194698,0.0,0.0,0.0,0.0,0.0140846686194698,1,19,3,3.0
1368,CA,E01B,0.0,0.0,0.0,0.0,0.04545544150214,0.0,0.0,0.0,0.0,0.04545544150214,1,10,3,3.0
1369,CA,C11D,0.0,0.0,0.0,0.0,0.0285717618122422,0.0,0.0,0.0,0.0,0.0285717618122422,1,11,3,3.0
1370,CA,H03H,1.5,0.06,0.06,0.0,0.0444444304422789,0.0,0.0,0.0,0.0,0.0128209430055384,4,26,3,3.0
1371,CA,F15B,0.0,0.0,0.0,0.0,0.0097090102234232,0.0,0.0,0.0,0.0,0.0097090102234232,1,27,10,10.0
1372,CA,H01P,1.5,0.0535714285714285,0.0535714285714285,0.0,0.030927853648245,1.5,0.0535714285714285,0.0535714285714285,0.0,0.030927853648245,2,29,2,2.0
1373,CA,B32B,3.0,0.046875,0.046875,0.0014880952380952,0.0435108246849428,3.0,0.046875,0.046875,0.0014880952380952,0.0435108246849428,1,65,2,2.0
1374,CA,A01H,0.0,0.0,0.0,0.0,0.0032894736978885,0.0,0.0,0.0,0.0,0.0032894736978885,1,72,1,1.0
1375,CA,G01T,0.0,0.0,0.0,0.0,0.0059523809524187,0.0,0.0,0.0,0.0,0.0059523809524187,1,36,9,9.0
1376,CA,B01D,0.0,0.0,0.0,0.0,0.0022474852537241,0.0,0.0,0.0,0.0,0.0022474852537241,1,153,1,1.0
1377,CA,C09C,0.0,0.0,0.0,0.0,0.0243902866792571,0.0,0.0,0.0,0.0,0.0243902866792571,1,9,7,7.0
1378,CA,F16F,1.0,0.0555555555555555,0.0555555555555555,0.0,0.0793650786307721,1.0,0.0555555555555555,0.0555555555555555,0.0,0.0793650786307721,1,19,3,3.0
1379,CA,G06Q,0.0,0.0,0.0,0.0,0.0009157509158345,0.0,0.0,0.0,0.0,0.0009157509158345,3,288,1,1.0
1380,CA,C12R,3.0,0.4285714285714285,0.4285714285714285,0.0,0.15624992,3.0,0.4285714285714285,0.4285714285714285,0.0,0.15624992,1,8,9,9.0
1381,CA,F25D,1.0,0.0769230769230769,0.0769230769230769,0.0,0.1086953653795618,0.0,0.0,0.0,0.0,0.026316148460653,2,14,4,4.0
1382,CA,A01D,0.5,0.0081967213114754,0.0081967213114754,0.0,0.0172413227689025,0.5,0.0081967213114754,0.0081967213114754,0.0,0.0172413227689025,2,62,6,6.0
1383,CA,A22B,0.0,0.0,0.0,0.0,0.0909095317312017,0.0,0.0,0.0,0.0,0.0909095317312017,1,3,8,8.0
1384,CA,F01D,0.0,0.0,0.0,0.0,0.0060240963855734,0.0,0.0,0.0,0.0,0.0060240963855734,1,54,1,1.0
1385,CA,H04Q,1.0,0.0084033613445378,0.0084033613445378,0.0,0.0057251908396946,1.0,0.0084033613445378,0.0084033613445378,0.0,0.0057251908396946,2,120,3,3.0
1386,CA,H05K,2.0,0.021505376344086,0.0520430107526881,0.0,0.0084026092263494,2.0,0.021505376344086,0.0520430107526881,0.0,0.0084026092263494,1,94,3,3.0
1387,CA,C07K,1.6,0.0064516129032258,0.0133225806451612,0.0,0.0028667722034983,1.6,0.0064516129032258,0.0133225806451612,0.0,0.0028667722034983,5,249,1,1.0
1388,CA,F04C,1.0,0.0833333333333333,0.15,0.0,0.0663863352635998,1.0,0.0833333333333333,0.15,0.0,0.0663863352635998,1,13,6,6.0
1389,CA,B60T,0.0,0.0,0.0,0.0,0.0094343465365831,0.0,0.0,0.0,0.0,0.0094343465365831,1,30,8,8.0
1390,CA,H02B,1.0,0.1,0.1,0.0,0.1063829574081495,1.0,0.1,0.1,0.0,0.1063829574081495,1,11,6,6.0
1391,CA,F16D,0.0,0.0,0.0,0.0,0.0046297281789754,0.0,0.0,0.0,0.0,0.0046297281789754,1,56,7,7.0
1392,CA,A47C,0.0,0.0,0.0,0.0,0.0114951954573021,0.0,0.0,0.0,0.0,0.0114951954573021,1,47,3,3.0
1393,CA,A62C,0.0,0.0,0.0,0.0,0.024390581193975,0.0,0.0,0.0,0.0,0.024390581193975,1,13,10,10.0
1394,CA,G09B,1.0,0.0212765957446808,0.0212765957446808,0.0,0.0284088971884367,1.0,0.0212765957446808,0.0212765957446808,0.0,0.0284088971884367,1,48,6,6.0
1395,CA,E05D,0.0,0.0,0.0,0.0,0.0123459632831757,0.0,0.0,0.0,0.0,0.0123459632831757,1,25,8,8.0
1396,CA,G02B,1.0,0.0060975609756097,0.0147560975609756,0.0,0.0040984021111772,1.0,0.0060975609756097,0.0147560975609756,0.0,0.0040984021111772,2,165,1,1.0
1397,CA,D21D,0.0,0.0,0.0,0.0,0.0769235460362902,0.0,0.0,0.0,0.0,0.0769235460362902,1,5,5,5.0
1398,CA,F16L,1.0,0.0121951219512195,0.0121951219512195,0.0,0.022830422982839,0.0,0.0,0.0,0.0,0.0047400516745053,2,83,1,1.0
1399,CA,A01G,1.0,0.0166666666666666,0.0166666666666666,0.0,0.0326787891936248,1.0,0.0166666666666666,0.0166666666666666,0.0,0.0326787891936248,1,61,2,2.0
1400,CA,H04R,2.0,0.0294117647058823,0.0459558823529411,0.0,0.0123220163310982,2.0,0.0294117647058823,0.0459558823529411,0.0,0.0123220163310982,1,69,3,3.0
1401,CA,C08C,2.0,0.2,0.2666666666666666,0.0,0.077922295808,2.0,0.2,0.2666666666666666,0.0,0.0779222958079999,1,11,7,7.0
1402,CA,C09K,0.0,0.0,0.0,0.0,0.0040816418842859,0.0,0.0,0.0,0.0,0.0040816418842859,1,65,2,2.0
1403,CA,B67D,0.0,0.0,0.0,0.0,0.0103096603577009,0.0,0.0,0.0,0.0,0.0103096603577009,1,29,3,3.0
1404,CA,E05B,1.5,0.0245901639344262,0.026639344262295,0.0,0.0201170606065048,1.5,0.0245901639344262,0.026639344262295,0.0,0.0201170606065048,2,62,8,8.0
1405,CA,F21S,1.0,0.0357142857142857,0.0357142857142857,0.0,0.0413223134118858,1.0,0.0357142857142857,0.0357142857142857,0.0,0.0413223134118858,1,29,7,7.0
1406,CA,B41M,0.0,0.0,0.0,0.0,0.0188682483831039,0.0,0.0,0.0,0.0,0.0188682483831039,1,17,7,7.0
1407,CA,A63C,0.0,0.0,0.0,0.0,0.013333813246141,0.0,0.0,0.0,0.0,0.013333813246141,1,31,2,2.0
1408,CA,C08L,0.0,0.0,0.0,0.0,0.0038911755485079,0.0,0.0,0.0,0.0,0.0038911755485079,2,57,6,6.0
1409,NL,H03D,0.0,0.0,0.0,0.0,0.0322580646493709,0.0,0.0,0.0,0.0,0.0322580646493709,1,11,7,7.0
1410,NL,B82Y,0.0,0.0,0.0,0.0,0.007142949104309,0.0,0.0,0.0,0.0,0.007142949104309,2,32,6,6.0
1411,NL,B01J,0.0,0.0,0.0,0.0,0.0025706940874035,0.0,0.0,0.0,0.0,0.0025706940874035,1,89,2,2.0
1412,NL,H01R,1.0,0.04,0.04,0.0,0.0490196078431372,1.0,0.04,0.04,0.0,0.0490196078431372,1,26,4,4.0
1413,NL,G01B,0.0,0.0,0.0,0.0,0.0120485071218798,0.0,0.0,0.0,0.0,0.0120485071218798,1,23,2,2.0
1414,NL,B64D,0.0,0.0,0.0,0.0,0.0909095317312017,0.0,0.0,0.0,0.0,0.0909095317312017,1,3,8,8.0
1415,NL,C07K,0.0,0.0,0.0,0.0,0.0018796992481203,0.0,0.0,0.0,0.0,0.0018796992481203,1,120,1,1.0
1416,NL,B65B,0.0,0.0,0.0,0.0,0.0112359550561799,0.0,0.0,0.0,0.0,0.0112359550561799,1,29,8,8.0
1417,NL,H05K,3.0,0.0566037735849056,0.0566037735849056,0.0,0.0210084033498562,3.0,0.0566037735849056,0.0566037735849056,0.0,0.0210084033498562,1,54,8,8.0
1418,NL,G11B,2.5,0.015432098765432,0.0222222222222222,0.0026838432635534,0.0064727355171571,2.5,0.015432098765432,0.0222222222222222,0.0026838432635534,0.0064727355171571,2,163,4,4.0
1419,NL,A61F,0.6666666666666666,0.018018018018018,0.018018018018018,0.0,0.0259259394421385,0.6666666666666666,0.018018018018018,0.018018018018018,0.0,0.0259259394421385,3,38,3,3.0
1420,NL,A61L,0.0,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.0,0.0,0.0109890109890109,1,27,1,1.0
1421,NL,D06F,0.0,0.0,0.0,0.0,0.0111111111192605,0.0,0.0,0.0,0.0,0.0111111111192605,1,22,2,2.0
1422,NL,B32B,0.0,0.0,0.0,0.0,0.0079369404188757,0.0,0.0,0.0,0.0,0.0079369404188757,1,34,4,4.0
1423,NL,C25D,0.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0172413793103448,1,14,2,2.0
1424,NL,F16C,0.0,0.0,0.0,0.0,0.010989012284872,0.0,0.0,0.0,0.0,0.010989012284872,1,27,4,4.0
1425,NL,D04H,0.0,0.0,0.0,0.0,0.0476194566635519,0.0,0.0,0.0,0.0,0.0476194566635519,1,5,3,3.0
1426,NL,H01G,0.0,0.0,0.0,0.0,0.0163934426229508,0.0,0.0,0.0,0.0,0.0163934426229508,1,13,4,4.0
1427,NL,B65D,0.0,0.0,0.0,0.0,0.0055560507117294,0.0,0.0,0.0,0.0,0.0055560507117294,2,64,3,3.0
1428,NL,F04B,0.0,0.0,0.0,0.0,0.0400003708512036,0.0,0.0,0.0,0.0,0.0400003708512036,1,9,3,3.0
1429,NL,F16F,0.0,0.0,0.0,0.0,0.0136989874017358,0.0,0.0,0.0,0.0,0.0136989874017358,1,17,5,5.0
1430,NL,A63F,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,1,4,1,1.0
1431,NL,C08B,1.5,0.15,0.15,0.0,0.0980392011790731,1.5,0.15,0.15,0.0,0.0980392011790731,2,11,7,7.0
1432,NL,H02J,1.0,0.05,0.05,0.0,0.0617282899424262,1.0,0.05,0.05,0.0,0.0617282899424262,1,21,6,6.0
1433,NL,B81C,0.0,0.0,0.0,0.0,0.0769235460362902,0.0,0.0,0.0,0.0,0.0769235460362902,1,5,4,4.0
1434,NL,A61N,0.0,0.0,0.0,0.0,0.0040160642570288,0.0,0.0,0.0,0.0,0.0040160642570288,1,61,3,3.0
1435,NL,G01T,0.0,0.0,0.0,0.0,0.0294120190268024,0.0,0.0,0.0,0.0,0.0294120190268024,1,10,5,5.0
1436,NL,F23N,0.0,0.0,0.0,0.0,0.0909095317312017,0.0,0.0,0.0,0.0,0.0909095317312017,1,3,8,8.0
1437,NL,F02M,1.0,0.2,0.2,0.0,0.3571416188695037,1.0,0.2,0.2,0.0,0.3571416188695037,1,6,3,3.0
1438,NL,C10G,5.0,0.0847457627118644,0.0976271186440678,0.0,0.0209314640616249,5.0,0.0847457627118644,0.0976271186440678,0.0,0.0209314640616249,1,60,5,5.0
1439,NL,C08L,0.0,0.0,0.0,0.0,0.0053191489361702,0.0,0.0,0.0,0.0,0.0053191489361702,1,44,2,2.0
1440,NL,G01Q,0.0,0.0,0.0,0.0,0.0588240380536049,0.0,0.0,0.0,0.0,0.0588240380536049,1,5,4,3.0
1441,NL,H04M,2.0,0.0465116279069767,0.0465116279069767,0.0,0.026595708045257,2.0,0.0465116279069767,0.0465116279069767,0.0,0.026595708045257,1,44,3,3.0
1442,NL,A61C,0.0,0.0,0.0,0.0,0.0526325371094558,0.0,0.0,0.0,0.0,0.0526325371094558,1,11,3,3.0
1443,NL,C08J,0.0,0.0,0.0,0.0,0.0060606061164308,0.0,0.0,0.0,0.0,0.0060606061164308,1,41,2,2.0
1444,NL,H01B,0.0,0.0,0.0,0.0,0.0113637517311999,0.0,0.0,0.0,0.0,0.0113637517311999,1,20,10,10.0
1445,NL,C08F,0.0,0.0,0.0,0.0,0.0037313432836885,0.0,0.0,0.0,0.0,0.0037313432836885,1,64,1,1.0
1446,NL,C11D,0.0,0.0,0.0,0.0,0.006060606060606,0.0,0.0,0.0,0.0,0.006060606060606,2,45,1,1.0
1447,NL,B62D,2.0,0.1428571428571428,0.1428571428571428,0.0,0.0666666666666666,2.0,0.1428571428571428,0.1428571428571428,0.0,0.0666666666666666,1,15,9,9.0
1448,NL,C02F,0.0,0.0,0.0,0.0,0.0178574705160277,0.0,0.0,0.0,0.0,0.0178574705160277,1,20,4,4.0
1449,NL,A47L,0.0,0.0,0.0,0.0,0.0172413793105206,0.0,0.0,0.0,0.0,0.0172413793105206,1,14,6,6.0
1450,NL,B65G,0.0,0.0,0.0,0.0,0.0059171597633194,0.0,0.0,0.0,0.0,0.0059171597633194,1,53,4,4.0
1451,NL,H01S,1.75,0.175,0.18,0.0166666666666666,0.1148499029048552,1.25,0.125,0.1371428571428571,0.0166666666666666,0.1005355650213959,4,11,9,9.0
1452,NL,A23G,0.0,0.0,0.0,0.0,0.0357148661549201,0.0,0.0,0.0,0.0,0.0357148661549201,1,12,1,1.0
1453,NL,G01J,0.0,0.0,0.0,0.0,0.0344830714295996,0.0,0.0,0.0,0.0,0.0344830714295996,1,9,6,6.0
1454,NL,H03K,0.0,0.0,0.0,0.0,0.0081967315611534,0.0,0.0,0.0,0.0,0.0081967315611534,1,38,2,2.0
1455,NL,H01F,4.0,0.0975609756097561,0.0991869918699187,0.0012195121951219,0.0308997797801482,3.333333333333333,0.08130081300813,0.0852497096399535,0.0012195121951219,0.0277149555573464,3,42,10,10.0
1456,NL,C09B,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,8,7.0
1457,NL,H01J,4.0,0.0193236714975845,0.0193236714975845,0.0,0.0053418803418803,4.0,0.0193236714975845,0.0193236714975845,0.0,0.0053418803418803,1,208,3,3.0
1458,NL,F21V,4.0,0.0547945205479452,0.0547945205479452,0.0,0.0149700598802395,4.0,0.0547945205479452,0.0547945205479452,0.0,0.0149700598802395,1,74,6,6.0
1459,NL,A23D,1.0,0.037037037037037,0.0846560846560846,0.0,0.0208085265390303,1.0,0.037037037037037,0.0846560846560846,0.0,0.0208085265390303,1,28,3,3.0
1460,NL,A45D,1.0,0.1666666666666666,0.1666666666666666,0.0,0.2173911076888424,1.0,0.1666666666666666,0.1666666666666666,0.0,0.2173911076888424,1,7,9,9.0
1461,NL,A01H,0.0,0.0,0.0,0.0,0.0051813604592287,0.0,0.0,0.0,0.0,0.0051813604592287,1,49,4,4.0
1462,NL,H03H,0.0,0.0,0.0,0.0,0.0084750761795987,0.0,0.0,0.0,0.0,0.0084750761795987,1,30,6,6.0
1463,NL,B60T,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,7,7.0
1464,NL,B41J,3.5,0.0813953488372093,0.0813953488372093,0.0,0.0166666666666666,3.5,0.0813953488372093,0.0813953488372093,0.0,0.0166666666666666,2,44,2,2.0
1465,NL,C12N,3.0,0.0171428571428571,0.0259183673469387,0.0007257799671592,0.0049064540807849,3.0,0.0171428571428571,0.0259183673469387,0.0007257799671592,0.0049064540807849,4,176,2,2.0
1466,NL,C10J,0.0,0.0,0.0,0.0,0.019230769230774,0.0,0.0,0.0,0.0,0.019230769230774,1,12,8,8.0
1467,NL,B26B,0.0,0.0,0.0,0.0,0.0212771614479465,0.0,0.0,0.0,0.0,0.0212771614479465,1,19,4,4.0
1468,NL,D21H,0.0,0.0,0.0,0.0,0.0161290322790849,0.0,0.0,0.0,0.0,0.0161290322790849,1,14,4,4.0
1469,NL,E04C,0.0,0.0,0.0,0.0,0.0666672665981665,0.0,0.0,0.0,0.0,0.0666672665981665,1,7,3,3.0
1470,NL,A01K,0.0,0.0,0.0,0.0,0.0116279093281052,0.0,0.0,0.0,0.0,0.0116279093281052,1,26,3,3.0
1471,NL,F21S,0.0,0.0,0.0,0.0,0.014925449343918,0.0,0.0,0.0,0.0,0.014925449343918,1,15,7,7.0
1472,NL,C12Q,0.0,0.0,0.0,0.0,0.0041666666668079,0.0,0.0,0.0,0.0,0.0041666666668079,1,56,2,2.0
1473,NL,B01F,0.0,0.0,0.0,0.0,0.0066225165562913,0.0,0.0,0.0,0.0,0.0066225165562913,1,31,9,9.0
1474,NL,G03B,1.0,0.0416666666666666,0.0555555555555555,0.0,0.0418132779202879,1.0,0.0416666666666666,0.0555555555555555,0.0,0.0418132779202879,1,25,2,2.0
1475,NL,C04B,0.0,0.0,0.0,0.0,0.0169494654391749,0.0,0.0,0.0,0.0,0.0169494654391749,1,19,4,4.0
1476,NL,H01P,0.0,0.0,0.0,0.0,0.0769235460362902,0.0,0.0,0.0,0.0,0.0769235460362902,1,5,3,3.0
1477,NL,G01N,0.0,0.0,0.0,0.0,0.0017514218162364,0.0,0.0,0.0,0.0,0.0017514218162364,1,155,1,1.0
1478,NL,G21K,3.0,0.2,0.2,0.0,0.0657894531249999,3.0,0.2,0.2,0.0,0.0657894531249999,1,16,9,9.0
1479,NL,C11B,2.0,0.0909090909090909,0.1976284584980237,0.0,0.0322396658226977,2.0,0.0909090909090909,0.1976284584980237,0.0,0.0322396658226977,1,23,8,8.0
1480,NL,B05B,0.0,0.0,0.0,0.0,0.0178574064687499,0.0,0.0,0.0,0.0,0.0178574064687499,1,16,1,1.0
1481,NL,G06K,0.0,0.0,0.0,0.0,0.0048309178743961,0.0,0.0,0.0,0.0,0.0048309178743961,1,51,5,5.0
1482,NL,F01N,0.0,0.0,0.0,0.0,0.0833337807257599,0.0,0.0,0.0,0.0,0.0833337807257599,1,4,4,4.0
1483,NL,A61K,0.0,0.0,0.0,0.0,0.0014306151645207,0.0,0.0,0.0,0.0,0.0014306151645207,3,171,2,2.0
1484,NL,G03G,0.0,0.0,0.0,0.0,0.005917159763314,0.0,0.0,0.0,0.0,0.005917159763314,1,41,8,8.0
1485,NL,B01D,1.0,0.0091743119266055,0.0091743119266055,0.0,0.0116279041343316,1.0,0.0091743119266055,0.0091743119266055,0.0,0.0116279041343316,1,110,3,3.0
1486,NL,B60N,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,2,10,10.0
1487,NL,C07J,3.5,0.21875,0.2326388888888889,0.05,0.0776269578251114,3.5,0.21875,0.2326388888888889,0.05,0.0776269578251114,2,17,9,9.0
1488,NL,G06F,2.0,0.0098039215686274,0.028664981617647,0.0,0.0052061510810166,2.0,0.0098039215686274,0.028664981617647,0.0,0.0052061510810166,2,205,1,1.0
1489,NL,G10H,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,3,3.0
1490,NL,G01R,0.0,0.0,0.0,0.0,0.0030120481933565,0.0,0.0,0.0,0.0,0.0030120481933565,1,84,2,2.0
1491,NL,H04J,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0277777777777777,1,12,5,5.0
1492,NL,C09D,2.0,0.05,0.0562499999999999,0.0,0.0259085632937608,2.0,0.05,0.0562499999999999,0.0,0.0259085632937608,1,41,2,2.0
1493,NL,C01B,0.0,0.0,0.0,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0069444444444444,1,32,3,3.0
1494,NL,B62B,1.0,0.1111111111111111,0.1111111111111111,0.0,0.1315788639429197,0.0,0.0,0.0,0.0,0.03333378072576,2,10,7,7.0
1495,NL,G05D,0.0,0.0,0.0,0.0,0.0156251199999999,0.0,0.0,0.0,0.0,0.0156251199999999,1,16,9,9.0
1496,NL,H03F,1.0,0.0208333333333333,0.0208333333333333,0.0,0.0270270269515889,1.0,0.0208333333333333,0.0208333333333333,0.0,0.0270270269515889,1,49,5,5.0
1497,NL,H03C,0.0,0.0,0.0,0.0,0.0625004799999999,0.0,0.0,0.0,0.0,0.0625004799999999,1,4,8,8.0
1498,NL,C03B,0.0,0.0,0.0,0.0,0.0175440642306311,0.0,0.0,0.0,0.0,0.0175440642306311,2,17,5,5.0
1499,NL,C30B,0.0,0.0,0.0,0.0,0.052632296921306,0.0,0.0,0.0,0.0,0.052632296921306,1,7,5,5.0
1500,NL,C08G,1.0,0.0158730158730158,0.1207184628237259,0.0,0.0064346563901365,1.0,0.0158730158730158,0.1207184628237259,0.0,0.0064346563901365,1,64,2,2.0
1501,NL,G03C,3.0,0.75,0.75,0.0,0.2380951358341119,2.0,0.5,0.5625,0.0,0.1966876967342821,2,5,7,7.0
1502,NL,B29C,0.0,0.0,0.0,0.0,0.0047846889952153,0.0,0.0,0.0,0.0,0.0047846889952153,1,57,3,3.0
1503,NL,C01G,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,7,7.0
1504,NL,B66B,2.0,0.2857142857142857,0.3214285714285714,0.0,0.129076764471707,2.0,0.2857142857142857,0.3214285714285714,0.0,0.129076764471707,2,8,10,10.0
1505,NL,B63B,0.0,0.0,0.0,0.0,0.0140851718214809,0.0,0.0,0.0,0.0,0.0140851718214809,1,27,4,4.0
1506,NL,G03F,0.0,0.0,0.0,0.0,0.0007352941176481,0.0,0.0,0.0,0.0,0.0007352941176481,3,300,1,1.0
1507,NL,A01J,1.0,0.1,0.2083333333333333,0.0,0.0960740010832926,1.0,0.1,0.2083333333333333,0.0,0.0960740010832926,1,11,3,3.0
1508,NL,B24B,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,3,3.0
1509,NL,H04R,5.0,0.0943396226415094,0.1518418688230009,0.003265602322206,0.0261036166944647,5.0,0.0943396226415094,0.1518418688230009,0.003265602322206,0.0261036166944647,1,54,9,9.0
1510,NL,C10L,4.0,0.2105263157894736,0.2105263157894736,0.0,0.0543478260869565,4.0,0.2105263157894736,0.2105263157894736,0.0,0.0543478260869565,1,20,6,6.0
1511,NL,B67D,2.0,0.2,0.2,0.0,0.1282049663093133,2.0,0.2,0.2,0.0,0.1282049663093133,1,11,6,5.0
1512,NL,A47J,2.0,0.0606060606060606,0.0606060606060606,0.0,0.0373134314027932,1.0,0.0303030303030303,0.0404040404040404,0.0,0.0290182832893588,2,34,7,7.0
1513,NL,H04N,0.0,0.0,0.0,0.0,0.0012820512820513,0.0,0.0,0.0,0.0,0.0012820512820513,1,196,3,3.0
1514,NL,F16L,0.0,0.0,0.0,0.0,0.0064516129032258,0.0,0.0,0.0,0.0,0.0064516129032258,1,39,6,6.0
1515,NL,B60R,0.0,0.0,0.0,0.0,0.0121953625708215,0.0,0.0,0.0,0.0,0.0121953625708215,1,18,8,8.0
1516,NL,G01F,0.0,0.0,0.0,0.0,0.006024178811524,0.0,0.0,0.0,0.0,0.006024178811524,1,38,10,10.0
1517,NL,H02H,2.0,0.2857142857142857,0.2857142857142857,0.0,0.15624992,2.0,0.2857142857142857,0.2857142857142857,0.0,0.15624992,1,8,10,10.0
1518,NL,E02F,0.0,0.0,0.0,0.0,0.0131583002774732,0.0,0.0,0.0,0.0,0.0131583002774732,1,20,9,9.0
1519,NL,E21B,0.1666666666666666,0.0022522522522522,0.0022522522522522,0.0,0.0062421972693185,0.1666666666666666,0.0022522522522522,0.0022522522522522,0.0,0.0062421972693185,6,75,2,2.0
1520,NL,H01K,1.0,0.0833333333333333,0.0833333333333333,0.0,0.1219509304051642,1.0,0.0833333333333333,0.0833333333333333,0.0,0.1219509304051642,1,13,8,8.0
1521,NL,E06B,1.0,0.0416666666666666,0.0416666666666666,0.0,0.049504950495017,0.0,0.0,0.0,0.0,0.0107526881819953,2,25,10,10.0
1522,NL,G07C,1.0,0.125,0.125,0.0,0.1351350003046596,1.0,0.125,0.125,0.0,0.1351350003046596,1,9,8,8.0
1523,NL,G05B,1.0,0.0666666666666666,0.0666666666666666,0.0,0.08928555611875,1.0,0.0666666666666666,0.0666666666666666,0.0,0.08928555611875,1,16,4,4.0
1524,NL,C08K,0.0,0.0,0.0,0.0,0.0061349693251533,0.0,0.0,0.0,0.0,0.0061349693251533,2,35,2,2.0
1525,NL,G01V,0.0,0.0,0.0,0.0,0.0208336129536,0.0,0.0,0.0,0.0,0.0208336129536,1,16,1,1.0
1526,NL,F16K,1.0,0.0714285714285714,0.0714285714285714,0.0,0.1282041101643006,1.0,0.0714285714285714,0.0714285714285714,0.0,0.1282041101643006,1,15,4,4.0
1527,NL,H02M,0.0,0.0,0.0,0.0,0.0087719298245614,0.0,0.0,0.0,0.0,0.0087719298245614,1,34,5,5.0
1528,NL,G06T,1.0,0.0169491525423728,0.0346045197740113,0.0,0.0099071264323485,1.0,0.0169491525423728,0.0346045197740113,0.0,0.0099071264323485,2,60,3,3.0
1529,NL,C07D,3.0,0.0227272727272727,0.0242424242424242,0.0003469812630117,0.0107059386627691,3.0,0.0227272727272727,0.0242424242424242,0.0003469812630117,0.0107059386627691,1,133,2,2.0
1530,NL,G11C,1.0,0.03125,0.03125,0.0,0.037593984962406,1.0,0.03125,0.03125,0.0,0.037593984962406,1,33,2,2.0
1531,NL,F16H,0.0,0.0,0.0,0.0,0.0149255122120591,0.0,0.0,0.0,0.0,0.0149255122120591,1,23,9,9.0
