countryid,country,class,technology,decile_1stGMI_Sara,decile_1stGMI_Frank
37,CH,233,B65G,2,2
37,CH,234,B65H,4,4
37,CH,235,B66B,2,2
37,CH,236,B66C,6,5
37,CH,241,B67D,6,3
37,CH,249,B82Y,4,3
37,CH,250,C01B,5,6
37,CH,251,C01C,4,2
37,CH,255,C02F,3,2
37,CH,256,C03B,4,3
37,CH,257,C03C,3,7
37,CH,258,C04B,3,3
37,,264,,2,
37,CH,269,C07C,1,1
37,CH,270,C07D,1,1
37,CH,271,C07F,4,4
37,CH,273,C07H,2,3
37,CH,274,C07J,10,10
37,CH,275,C07K,1,1
37,CH,276,C08B,9,10
37,CH,278,C08F,1,1
37,CH,279,C08G,5,4
37,CH,281,C08J,5,5
37,CH,282,C08K,4,3
37,CH,283,C08L,3,2
37,CH,284,C09B,1,1
37,CH,285,C09C,2,1
37,CH,286,C09D,2,7
37,CH,290,C09J,4,3
37,CH,291,C09K,4,4
37,CH,295,C10G,3,3
37,,299,,,
37,CH,300,C10M,8,8
37,CH,301,C11B,5,5
37,CH,303,C11D,4,4
37,CH,310,C12M,6,5
37,CH,311,C12N,1,2
37,CH,312,C12P,2,2
37,CH,313,C12Q,4,4
37,CH,314,C12R,6,6
37,CH,315,C12Y,2,2
37,,320,,2,
37,CH,321,C21C,7,9
37,CH,322,C21D,9,8
37,CH,323,C22B,10,10
37,CH,324,C22C,6,6
37,CH,326,C23C,2,2
37,CH,330,C25B,1,1
37,CH,331,C25C,2,2
37,CH,332,C25D,5,5
37,,338,,10,
37,CH,339,D01F,7,6
37,CH,340,D01G,10,10
37,CH,341,D01H,7,6
37,CH,342,D02G,9,9
37,CH,345,D03C,9,10
37,CH,346,D03D,4,4
37,CH,352,D04H,8,7
37,CH,353,D05B,5,4
37,CH,354,D05C,7,8
37,CH,355,D06B,4,4
37,CH,357,D06F,4,3
37,CH,362,D06M,2,2
37,CH,364,D06P,1,1
37,CH,370,D21F,7,8
37,CH,372,D21H,1,1
37,CH,374,E01B,10,10
37,CH,375,E01C,10,10
37,CH,376,E01D,9,10
37,CH,379,E02B,8,10
37,CH,381,E02D,4,4
37,,384,,,
37,,387,,9,
37,CH,388,E04C,2,6
37,,392,,,
37,CH,393,E05B,10,9
37,,395,,,
37,CH,398,E06B,7,6
37,CH,400,E21B,6,5
37,,405,,,
37,CH,406,F01D,3,2
37,,408,,,
37,CH,410,F01N,7,7
37,CH,412,F02B,7,6
37,,413,,,
37,CH,414,F02D,8,8
37,CH,418,F02M,2,2
37,,421,,,
37,CH,423,F03D,4,2
37,,424,,,
37,CH,426,F04B,1,1
37,CH,427,F04C,2,1
37,CH,428,F04D,1,1
37,,430,,7,
37,CH,433,F16B,3,2
37,CH,434,F16C,10,10
37,,435,,7,
37,,436,,,
37,CH,437,F16G,5,4
37,,438,,,
37,CH,439,F16J,2,2
37,CH,440,F16K,4,5
37,CH,441,F16L,4,3
37,,453,,,
37,CH,454,F21V,7,4
37,,460,,,
37,CH,461,F23D,2,1
37,CH,468,F23N,7,6
37,CH,470,F23R,3,3
37,CH,474,F24F,8,7
37,,475,,,
37,,477,,,
37,CH,480,F25B,5,2
37,,483,,8,
37,CH,489,F28D,6,5
37,CH,490,F28F,6,5
37,CH,492,F41A,3,8
37,,499,,,
37,CH,502,G01B,6,5
37,CH,503,G01C,6,6
37,CH,504,G01D,4,6
37,CH,505,G01F,3,2
37,CH,506,G01G,10,10
37,CH,508,G01J,4,3
37,CH,510,G01L,1,1
37,CH,511,G01M,8,7
37,CH,512,G01N,1,1
37,,513,,,
37,CH,514,G01Q,5,4
37,CH,515,G01R,2,2
37,CH,516,G01S,1,1
37,CH,517,G01T,10,10
37,CH,518,G01V,8,8
37,CH,520,G02B,4,3
37,,521,,,
37,CH,522,G02F,3,3
37,CH,523,G03B,7,10
37,,524,,,
37,CH,526,G03F,4,4
37,,527,,,
37,CH,529,G04B,4,3
37,,530,,4,
37,CH,535,G05B,7,7
37,CH,536,G05D,7,5
37,,537,,,
37,CH,542,G06F,1,1
37,CH,545,G06K,1,1
37,CH,547,G06N,2,1
37,CH,548,G06Q,2,2
37,CH,549,G06T,1,1
37,,551,,,
37,CH,552,G07D,5,4
37,,553,,,
37,CH,555,G08B,4,4
37,,557,,,
37,CH,558,G09B,5,5
37,,561,,,
37,CH,562,G09G,3,3
37,CH,569,G10K,10,10
37,CH,570,G10L,2,1
37,CH,571,G11B,1,2
37,CH,572,G11C,3,2
37,CH,574,G16B,3,2
37,CH,579,G21C,1,1
37,CH,586,H01B,7,6
37,,587,,,
37,CH,588,H01F,7,7
37,CH,589,H01G,9,9
37,CH,590,H01H,2,1
37,CH,591,H01J,2,2
37,CH,593,H01L,1,1
37,CH,594,H01M,1,1
37,CH,596,H01Q,1,1
37,CH,597,H01R,4,3
37,CH,598,H01S,3,2
37,CH,601,H02G,3,2
37,CH,602,H02H,3,2
37,CH,603,H02J,7,6
37,CH,604,H02K,5,4
37,CH,605,H02M,4,4
37,CH,607,H02P,2,2
37,CH,609,H03B,7,7
37,CH,611,H03D,7,6
37,CH,612,H03F,4,4
37,,613,,,
37,,614,,,
37,CH,616,H03K,1,5
37,CH,617,H03L,3,2
37,CH,618,H03M,2,2
37,CH,619,H04B,2,2
37,,620,,,
37,CH,621,H04J,9,9
37,CH,623,H04L,1,1
37,CH,624,H04M,5,5
37,CH,625,H04N,3,2
37,,626,,2,
37,CH,627,H04R,4,3
37,CH,628,H04S,9,9
37,CH,629,H04W,1,1
37,CH,630,H05B,2,2
37,,634,,,
37,CH,635,H05K,9,7
40,,11,,,
40,,24,,,
40,CL,59,A61B,1,10
40,CL,62,A61F,2,1
40,CL,66,A61K,1,1
40,,84,,4,
40,,231,,,
40,,255,,,
40,CL,275,C07K,2,1
40,CL,311,C12N,7,7
40,,313,,,
40,CL,323,C22B,1,1
40,CL,331,C25C,1,1
40,,400,,,
40,CL,512,G01N,2,2
40,,542,,1,
41,,66,,,
42,,3,,,
42,CN,5,A01G,3,1
42,CN,6,A01H,6,3
42,CN,8,A01K,3,2
42,CN,11,A01N,2,2
42,CN,21,A23G,2,2
42,CN,23,A23K,1,1
42,CN,24,A23L,,10
42,CN,30,A24F,1,1
42,,32,,9,
42,CN,39,A43B,1,1
42,,40,,7,
42,CN,42,A44B,5,3
42,CN,43,A44C,3,2
42,CN,44,A45B,2,2
42,CN,45,A45C,1,4
42,CN,46,A45D,2,2
42,CN,48,A46B,1,1
42,CN,50,A47B,3,2
42,CN,51,A47C,1,1
42,CN,52,A47D,1,2
42,CN,53,A47F,1,1
42,CN,54,A47G,1,6
42,CN,56,A47J,1,1
42,,57,,,
42,CN,58,A47L,2,1
42,CN,59,A61B,1,1
42,CN,60,A61C,1,1
42,CN,62,A61F,1,1
42,,63,,,
42,CN,64,A61H,1,2
42,CN,65,A61J,1,1
42,CN,66,A61K,1,1
42,CN,67,A61L,1,1
42,CN,68,A61M,2,1
42,CN,69,A61N,4,2
42,CN,71,A61Q,2,3
42,CN,75,A63B,1,1
42,CN,78,A63F,1,1
42,CN,80,A63H,1,1
42,CN,84,B01D,2,1
42,CN,85,B01F,1,1
42,CN,86,B01J,1,1
42,CN,87,B01L,1,1
42,,89,,,
42,CN,91,B03C,2,1
42,CN,95,B05B,1,1
42,CN,101,B08B,1,1
42,CN,104,B21B,4,1
42,CN,106,B21D,2,2
42,CN,114,B22D,5,2
42,,115,,,
42,CN,116,B23B,4,2
42,CN,122,B23K,2,1
42,,123,,,
42,CN,124,B23Q,8,7
42,CN,125,B24B,2,1
42,,127,,,
42,CN,128,B25B,3,2
42,CN,129,B25C,1,1
42,CN,131,B25F,2,1
42,CN,133,B25H,3,1
42,CN,134,B25J,1,1
42,CN,135,B26B,1,7
42,CN,153,B29C,2,2
42,CN,154,B29D,9,4
42,CN,161,B32B,5,5
42,CN,168,B41J,1,1
42,,175,,,
42,CN,176,B42F,1,1
42,,185,,,
42,CN,189,B60H,5,5
42,CN,190,B60J,5,3
42,CN,191,B60K,5,5
42,CN,192,B60L,2,1
42,CN,194,B60N,3,2
42,,196,,,
42,CN,197,B60R,2,1
42,CN,198,B60S,4,2
42,CN,199,B60T,3,1
42,CN,201,B60W,1,3
42,CN,211,B62B,3,2
42,CN,213,B62D,4,2
42,CN,216,B62K,2,1
42,,218,,,
42,CN,219,B63B,2,1
42,,225,,,
42,,226,,,
42,,229,,,
42,CN,231,B65D,1,1
42,CN,233,B65G,7,6
42,CN,234,B65H,1,1
42,CN,235,B66B,3,2
42,CN,236,B66C,7,4
42,CN,239,B67B,2,2
42,CN,241,B67D,5,4
42,CN,246,B81B,3,3
42,CN,247,B81C,1,1
42,CN,249,B82Y,1,1
42,CN,250,C01B,1,1
42,CN,254,C01G,3,3
42,CN,255,C02F,2,1
42,CN,256,C03B,3,1
42,CN,257,C03C,3,4
42,CN,258,C04B,2,2
42,CN,269,C07C,1,1
42,CN,270,C07D,1,1
42,CN,271,C07F,4,3
42,CN,273,C07H,1,1
42,CN,274,C07J,1,1
42,CN,275,C07K,1,1
42,CN,276,C08B,2,1
42,CN,277,C08C,2,1
42,CN,278,C08F,2,2
42,CN,279,C08G,1,1
42,CN,281,C08J,1,1
42,CN,282,C08K,2,2
42,CN,283,C08L,1,1
42,CN,284,C09B,1,1
42,CN,285,C09C,8,7
42,CN,286,C09D,1,1
42,CN,290,C09J,4,2
42,CN,291,C09K,1,1
42,CN,295,C10G,8,8
42,CN,297,C10J,5,5
42,CN,299,C10L,9,7
42,CN,300,C10M,4,3
42,CN,301,C11B,2,1
42,CN,303,C11D,1,1
42,CN,311,C12N,1,1
42,CN,312,C12P,2,2
42,CN,313,C12Q,1,1
42,,322,,,
42,CN,323,C22B,5,5
42,CN,324,C22C,2,2
42,CN,326,C23C,1,1
42,,330,,8,
42,CN,332,C25D,3,2
42,CN,334,C30B,3,2
42,CN,357,D06F,8,6
42,CN,362,D06M,2,2
42,CN,372,D21H,2,2
42,CN,382,E02F,5,5
42,CN,384,E03C,1,1
42,CN,385,E03D,1,2
42,CN,387,E04B,4,8
42,,391,,,
42,CN,392,E04H,1,1
42,CN,393,E05B,1,1
42,CN,398,E06B,9,10
42,CN,400,E21B,1,1
42,CN,406,F01D,9,9
42,,408,,,
42,CN,410,F01N,3,1
42,CN,412,F02B,10,7
42,,413,,,
42,CN,414,F02D,2,2
42,CN,418,F02M,3,2
42,CN,419,F02N,1,1
42,CN,423,F03D,7,5
42,CN,426,F04B,3,3
42,CN,427,F04C,1,1
42,CN,428,F04D,1,1
42,,430,,,
42,CN,433,F16B,2,2
42,CN,434,F16C,1,1
42,CN,435,F16D,8,6
42,,436,,,
42,,438,,1,
42,,439,,,
42,CN,440,F16K,9,8
42,CN,441,F16L,2,2
42,CN,442,F16M,9,7
42,CN,451,F21K,4,2
42,CN,453,F21S,7,5
42,CN,454,F21V,1,1
42,CN,469,F23Q,2,2
42,,474,,4,
42,CN,480,F25B,1,1
42,,482,,,
42,CN,483,F25J,1,1
42,CN,489,F28D,5,4
42,CN,490,F28F,4,4
42,CN,493,F41B,2,1
42,,496,,10,
42,CN,502,G01B,2,2
42,CN,503,G01C,1,1
42,,504,,,
42,CN,505,G01F,3,2
42,,506,,,
42,,507,,,
42,CN,508,G01J,2,1
42,CN,509,G01K,1,1
42,CN,510,G01L,4,3
42,CN,511,G01M,3,2
42,CN,512,G01N,1,1
42,CN,513,G01P,7,6
42,CN,514,G01Q,3,2
42,CN,515,G01R,1,1
42,CN,516,G01S,1,1
42,CN,517,G01T,10,7
42,CN,518,G01V,1,1
42,CN,520,G02B,1,1
42,CN,521,G02C,4,4
42,CN,522,G02F,1,1
42,CN,523,G03B,1,1
42,CN,526,G03F,1,1
42,CN,527,G03G,1,1
42,CN,529,G04B,3,2
42,CN,535,G05B,1,1
42,,536,,,
42,CN,537,G05F,1,1
42,CN,542,G06F,1,1
42,CN,545,G06K,1,1
42,CN,547,G06N,1,1
42,CN,548,G06Q,1,1
42,CN,549,G06T,1,1
42,CN,551,G07C,1,1
42,CN,552,G07D,1,1
42,,553,,,
42,CN,555,G08B,1,1
42,CN,557,G08G,8,6
42,,558,,,
42,CN,561,G09F,1,1
42,CN,562,G09G,1,1
42,,568,,,
42,CN,569,G10K,2,1
42,CN,570,G10L,1,1
42,CN,571,G11B,1,1
42,CN,572,G11C,1,1
42,CN,574,G16B,5,4
42,,585,,,
42,CN,586,H01B,1,1
42,CN,587,H01C,1,1
42,CN,588,H01F,3,2
42,CN,589,H01G,6,4
42,CN,590,H01H,1,1
42,CN,591,H01J,1,1
42,CN,593,H01L,1,1
42,CN,594,H01M,1,1
42,CN,595,H01P,7,6
42,CN,596,H01Q,1,1
42,CN,597,H01R,1,1
42,CN,598,H01S,2,1
42,CN,599,H01T,5,2
42,CN,601,H02G,3,1
42,CN,602,H02H,1,1
42,CN,603,H02J,1,1
42,CN,604,H02K,1,1
42,CN,605,H02M,1,1
42,CN,606,H02N,2,2
42,CN,607,H02P,1,1
42,,609,,,
42,CN,611,H03D,5,4
42,CN,612,H03F,1,1
42,CN,613,H03G,1,1
42,CN,614,H03H,4,4
42,CN,616,H03K,1,1
42,CN,617,H03L,1,1
42,CN,618,H03M,1,1
42,CN,619,H04B,1,1
42,CN,621,H04J,1,1
42,CN,623,H04L,1,1
42,CN,624,H04M,1,1
42,CN,625,H04N,1,1
42,CN,626,H04Q,1,1
42,CN,627,H04R,1,1
42,CN,628,H04S,10,8
42,CN,629,H04W,1,1
42,CN,630,H05B,1,1
42,CN,634,H05H,2,1
42,CN,635,H05K,1,1
43,,11,,,
43,CO,59,A61B,,8
43,CO,62,A61F,9,9
43,CO,66,A61K,4,5
43,,68,,,
43,,231,,,
43,,275,,,
43,,291,,,
43,,311,,,
43,,512,,,
44,,62,,,
44,,441,,,
44,CR,542,G06F,2,1
44,CR,623,H04L,2,2
44,CR,629,H04W,1,1
45,CU,66,A61K,10,10
45,,275,,,
48,CY,59,A61B,1,1
48,CY,625,H04N,1,1
48,CY,629,H04W,2,1
49,CZ,59,A61B,6,5
49,,62,,,
49,CZ,66,A61K,4,4
49,,67,,,
49,,68,,5,
49,CZ,69,A61N,7,4
49,,84,,,
49,,86,,,
49,,122,,,
49,,153,,,
49,,213,,,
49,,231,,,
49,,234,,9,
49,,255,,,
49,,258,,9,
49,CZ,269,C07C,3,5
49,CZ,270,C07D,7,6
49,CZ,271,C07F,9,8
49,,273,,,
49,CZ,275,C07K,3,8
49,,278,,,
49,,279,,,
49,CZ,311,C12N,6,6
49,,313,,,
49,,326,,,
49,,341,,,
49,,393,,,
49,,406,,,
49,,412,,,
49,CZ,418,F02M,5,4
49,CZ,438,F16H,1,1
49,,440,,,
49,,441,,,
49,,453,,,
49,,454,,,
49,,474,,,
49,CZ,503,G01C,3,2
49,CZ,512,G01N,10,9
49,,515,,,
49,,516,,,
49,,520,,,
49,CZ,535,G05B,1,1
49,,536,,,
49,,537,,,
49,CZ,542,G06F,1,1
49,CZ,545,G06K,3,2
49,CZ,548,G06Q,1,1
49,,549,,,
49,,555,,,
49,CZ,557,G08G,9,5
49,,562,,,
49,CZ,570,G10L,1,1
49,,589,,,
49,,590,,,
49,CZ,591,H01J,2,2
49,CZ,593,H01L,2,3
49,,594,,8,
49,,597,,,
49,,603,,,
49,CZ,604,H02K,5,3
49,CZ,605,H02M,1,1
49,,607,,,
49,,612,,,
49,,616,,,
49,CZ,619,H04B,2,2
49,CZ,623,H04L,1,1
49,CZ,624,H04M,2,2
49,CZ,625,H04N,1,1
49,CZ,629,H04W,1,1
49,,630,,,
50,DE,1,A01B,6,5
50,,2,,,
50,DE,3,A01D,8,7
50,DE,4,A01F,2,1
50,,5,,,
50,DE,6,A01H,10,9
50,DE,8,A01K,1,1
50,DE,11,A01N,5,5
50,,16,,,
50,DE,18,A23C,6,6
50,DE,19,A23D,6,5
50,DE,20,A23F,4,4
50,DE,21,A23G,8,8
50,,23,,,
50,DE,24,A23L,3,2
50,,27,,,
50,,28,,,
50,,29,,,
50,,30,,,
50,DE,33,A41D,7,6
50,DE,39,A43B,3,1
50,,42,,3,
50,,43,,4,
50,,45,,,
50,,46,,,
50,,47,,,
50,DE,48,A46B,7,5
50,DE,50,A47B,1,1
50,DE,51,A47C,1,1
50,,52,,,
50,,53,,,
50,,54,,,
50,DE,56,A47J,5,4
50,,57,,,
50,DE,58,A47L,1,1
50,DE,59,A61B,1,1
50,DE,60,A61C,3,2
50,DE,62,A61F,1,1
50,DE,63,A61G,6,5
50,,64,,,
50,DE,65,A61J,5,4
50,DE,66,A61K,1,1
50,DE,67,A61L,3,2
50,DE,68,A61M,1,1
50,DE,69,A61N,1,1
50,DE,71,A61Q,2,1
50,,72,,,
50,DE,75,A63B,7,5
50,DE,76,A63C,6,5
50,DE,78,A63F,6,3
50,,80,,,
50,DE,84,B01D,1,1
50,DE,85,B01F,4,4
50,DE,86,B01J,1,2
50,DE,87,B01L,5,4
50,DE,89,B02C,4,3
50,,91,,,
50,DE,93,B04B,3,5
50,DE,95,B05B,1,1
50,DE,96,B05C,2,2
50,DE,97,B05D,2,2
50,DE,98,B06B,1,1
50,DE,99,B07B,4,4
50,DE,100,B07C,1,1
50,,101,,,
50,DE,104,B21B,4,4
50,DE,105,B21C,9,9
50,DE,106,B21D,2,1
50,,109,,8,
50,DE,110,B21J,6,5
50,DE,113,B22C,2,1
50,DE,114,B22D,4,3
50,DE,115,B22F,,10
50,DE,116,B23B,6,5
50,DE,117,B23C,5,5
50,DE,118,B23D,10,10
50,DE,119,B23F,2,2
50,DE,121,B23H,7,6
50,DE,122,B23K,5,4
50,,123,,,
50,DE,124,B23Q,7,6
50,DE,125,B24B,1,1
50,DE,126,B24C,4,3
50,,127,,,
50,DE,128,B25B,1,1
50,DE,129,B25C,1,1
50,DE,130,B25D,2,2
50,,131,,,
50,,133,,,
50,DE,134,B25J,9,9
50,DE,135,B26B,1,1
50,DE,136,B26D,5,4
50,,138,,,
50,DE,146,B27L,2,3
50,DE,148,B27N,2,2
50,DE,151,B28D,3,3
50,,152,,4,
50,DE,153,B29C,2,3
50,,154,,,
50,DE,156,B30B,3,2
50,DE,161,B32B,3,3
50,,164,,,
50,DE,166,B41F,4,3
50,DE,168,B41J,6,5
50,DE,171,B41M,8,7
50,,172,,,
50,DE,175,B42D,7,6
50,DE,184,B60B,6,5
50,DE,185,B60C,2,1
50,DE,188,B60G,1,1
50,DE,189,B60H,2,1
50,DE,190,B60J,1,4
50,DE,191,B60K,6,6
50,DE,192,B60L,2,2
50,DE,194,B60N,2,1
50,,195,,,
50,DE,196,B60Q,5,4
50,DE,197,B60R,1,1
50,DE,198,B60S,1,1
50,DE,199,B60T,1,1
50,DE,201,B60W,4,4
50,,205,,,
50,,211,,,
50,DE,213,B62D,1,1
50,DE,215,B62J,8,7
50,DE,216,B62K,2,10
50,DE,218,B62M,6,5
50,DE,219,B63B,3,2
50,,222,,,
50,DE,225,B64C,7,7
50,DE,226,B64D,9,10
50,DE,228,B64G,2,2
50,DE,229,B65B,5,5
50,,230,,,
50,DE,231,B65D,2,1
50,DE,233,B65G,5,4
50,DE,234,B65H,1,1
50,DE,235,B66B,4,4
50,DE,236,B66C,7,7
50,DE,238,B66F,9,8
50,DE,240,B67C,4,3
50,DE,241,B67D,6,6
50,DE,246,B81B,7,6
50,DE,247,B81C,9,9
50,DE,249,B82Y,6,6
50,DE,250,C01B,2,2
50,,251,,,
50,DE,252,C01D,9,8
50,,253,,,
50,,254,,,
50,DE,255,C02F,1,1
50,DE,256,C03B,2,1
50,DE,257,C03C,2,2
50,DE,258,C04B,4,3
50,,262,,5,
50,DE,264,C06B,4,3
50,,268,,,
50,DE,269,C07C,1,1
50,DE,270,C07D,1,1
50,DE,271,C07F,1,1
50,DE,273,C07H,1,1
50,DE,274,C07J,8,8
50,DE,275,C07K,1,1
50,DE,276,C08B,7,7
50,DE,277,C08C,7,7
50,DE,278,C08F,1,1
50,DE,279,C08G,1,1
50,DE,281,C08J,3,3
50,DE,282,C08K,1,1
50,DE,283,C08L,3,3
50,DE,284,C09B,1,1
50,DE,285,C09C,5,5
50,DE,286,C09D,2,2
50,DE,288,C09G,6,6
50,DE,290,C09J,2,2
50,DE,291,C09K,2,1
50,,292,,,
50,DE,295,C10G,5,4
50,DE,297,C10J,7,6
50,DE,299,C10L,1,1
50,DE,300,C10M,4,3
50,DE,301,C11B,5,4
50,,302,,,
50,DE,303,C11D,1,1
50,,310,,,
50,DE,311,C12N,1,1
50,DE,312,C12P,4,3
50,DE,313,C12Q,3,3
50,DE,314,C12R,5,6
50,DE,315,C12Y,7,7
50,,316,,,
50,DE,320,C21B,7,7
50,,321,,7,
50,DE,322,C21D,2,1
50,DE,323,C22B,9,9
50,DE,324,C22C,2,2
50,DE,325,C22F,6,6
50,DE,326,C23C,3,2
50,DE,328,C23F,10,10
50,DE,329,C23G,7,8
50,DE,330,C25B,3,3
50,,331,,,
50,DE,332,C25D,8,7
50,DE,334,C30B,7,6
50,DE,338,D01D,6,6
50,,339,,,
50,DE,340,D01G,1,1
50,DE,341,D01H,1,1
50,DE,342,D02G,2,2
50,DE,345,D03C,1,1
50,DE,346,D03D,1,1
50,DE,348,D04B,1,1
50,DE,349,D04C,9,9
50,DE,352,D04H,4,4
50,DE,353,D05B,8,7
50,DE,355,D06B,1,1
50,DE,357,D06F,9,7
50,DE,362,D06M,3,2
50,,363,,,
50,DE,364,D06P,2,2
50,DE,366,D07B,8,8
50,DE,368,D21C,9,9
50,DE,369,D21D,9,8
50,DE,370,D21F,1,1
50,DE,371,D21G,8,8
50,DE,372,D21H,3,3
50,DE,374,E01B,5,5
50,DE,375,E01C,8,5
50,,376,,,
50,DE,381,E02D,7,6
50,DE,382,E02F,8,7
50,DE,384,E03C,7,7
50,DE,385,E03D,7,6
50,DE,387,E04B,8,7
50,,388,,,
50,,390,,,
50,DE,391,E04G,1,8
50,,392,,,
50,DE,393,E05B,6,5
50,DE,395,E05D,2,1
50,DE,396,E05F,3,2
50,DE,398,E06B,4,4
50,DE,400,E21B,1,1
50,,401,,,
50,DE,402,E21D,9,8
50,,405,,,
50,DE,406,F01D,3,2
50,,407,,,
50,DE,408,F01L,3,2
50,DE,410,F01N,1,6
50,,411,,,
50,DE,412,F02B,8,8
50,DE,413,F02C,4,3
50,DE,414,F02D,1,1
50,DE,415,F02F,8,7
50,DE,417,F02K,8,7
50,DE,418,F02M,1,1
50,DE,419,F02N,5,5
50,,420,,,
50,DE,423,F03D,1,5
50,DE,424,F03G,6,5
50,DE,426,F04B,7,5
50,DE,427,F04C,1,1
50,DE,428,F04D,2,2
50,DE,430,F15B,6,6
50,DE,433,F16B,1,1
50,DE,434,F16C,5,4
50,DE,435,F16D,1,1
50,DE,436,F16F,1,1
50,,437,,,
50,DE,438,F16H,1,1
50,DE,439,F16J,3,2
50,DE,440,F16K,5,4
50,DE,441,F16L,1,1
50,DE,442,F16M,2,2
50,,448,,,
50,DE,451,F21K,4,3
50,DE,453,F21S,6,5
50,DE,454,F21V,6,5
50,DE,460,F23C,6,6
50,DE,461,F23D,1,1
50,DE,468,F23N,6,6
50,DE,469,F23Q,10,10
50,DE,470,F23R,1,1
50,DE,472,F24C,9,8
50,,473,,,
50,,474,,,
50,DE,480,F25B,3,2
50,DE,482,F25D,4,3
50,DE,483,F25J,6,6
50,,484,,,
50,,485,,,
50,,486,,,
50,,489,,,
50,DE,490,F28F,4,3
50,DE,492,F41A,5,4
50,DE,496,F41G,8,10
50,,499,,2,
50,DE,502,G01B,4,3
50,DE,503,G01C,2,2
50,DE,504,G01D,10,10
50,DE,505,G01F,4,3
50,DE,506,G01G,10,10
50,DE,508,G01J,1,1
50,,509,,,
50,DE,510,G01L,1,1
50,DE,511,G01M,6,5
50,DE,512,G01N,1,1
50,DE,513,G01P,5,4
50,DE,514,G01Q,1,1
50,DE,515,G01R,2,1
50,DE,516,G01S,2,1
50,DE,517,G01T,3,3
50,DE,518,G01V,2,2
50,DE,520,G02B,1,1
50,,521,,,
50,DE,522,G02F,1,1
50,DE,523,G03B,1,1
50,DE,524,G03C,7,8
50,DE,526,G03F,1,1
50,DE,527,G03G,4,3
50,,528,,,
50,,529,,,
50,DE,535,G05B,2,2
50,DE,536,G05D,10,9
50,DE,537,G05F,,10
50,DE,542,G06F,1,1
50,DE,545,G06K,2,1
50,DE,547,G06N,1,1
50,DE,548,G06Q,2,1
50,DE,549,G06T,1,1
50,,550,,,
50,DE,551,G07C,5,5
50,,552,,,
50,DE,553,G07F,7,5
50,DE,555,G08B,4,3
50,DE,556,G08C,1,1
50,DE,557,G08G,1,5
50,DE,558,G09B,6,5
50,,561,,,
50,DE,562,G09G,4,4
50,DE,568,G10H,2,2
50,DE,569,G10K,7,7
50,DE,570,G10L,3,2
50,DE,571,G11B,2,2
50,DE,572,G11C,2,2
50,,574,,,
50,,576,,,
50,DE,579,G21C,9,9
50,DE,585,G21K,7,8
50,DE,586,H01B,5,4
50,,587,,,
50,DE,588,H01F,2,1
50,DE,589,H01G,9,8
50,DE,590,H01H,1,1
50,DE,591,H01J,3,2
50,,592,,,
50,DE,593,H01L,1,1
50,DE,594,H01M,1,1
50,DE,595,H01P,4,3
50,DE,596,H01Q,4,3
50,DE,597,H01R,2,1
50,DE,598,H01S,1,1
50,,599,,,
50,DE,600,H02B,7,7
50,DE,601,H02G,1,1
50,DE,602,H02H,6,6
50,DE,603,H02J,6,5
50,DE,604,H02K,1,1
50,DE,605,H02M,1,1
50,,606,,,
50,DE,607,H02P,1,1
50,DE,609,H03B,5,5
50,,610,,,
50,,611,,,
50,DE,612,H03F,4,3
50,DE,613,H03G,1,1
50,DE,614,H03H,3,3
50,DE,616,H03K,4,3
50,DE,617,H03L,1,8
50,DE,618,H03M,2,2
50,DE,619,H04B,2,2
50,DE,620,H04H,5,4
50,DE,621,H04J,7,7
50,DE,623,H04L,1,1
50,DE,624,H04M,2,1
50,DE,625,H04N,1,1
50,DE,626,H04Q,2,1
50,DE,627,H04R,3,2
50,DE,628,H04S,4,4
50,DE,629,H04W,1,1
50,DE,630,H05B,1,1
50,DE,633,H05G,4,3
50,DE,634,H05H,5,4
50,DE,635,H05K,5,5
52,,5,,,
52,,8,,,
52,,11,,,
52,,18,,,
52,,21,,,
52,,24,,,
52,,39,,,
52,,50,,,
52,,56,,,
52,,58,,,
52,DK,59,A61B,2,4
52,,60,,,
52,DK,62,A61F,3,2
52,,63,,,
52,,65,,,
52,DK,66,A61K,1,1
52,DK,67,A61L,8,7
52,DK,68,A61M,2,2
52,DK,69,A61N,7,6
52,DK,71,A61Q,2,1
52,,75,,3,
52,,78,,,
52,,80,,,
52,,84,,,
52,,85,,,
52,DK,86,B01J,3,2
52,DK,87,B01L,7,7
52,,89,,,
52,DK,93,B04B,1,1
52,,95,,,
52,,100,,,
52,,114,,10,
52,,122,,,
52,,125,,,
52,,134,,,
52,,135,,,
52,DK,153,B29C,2,1
52,,154,,,
52,,161,,,
52,,168,,,
52,,197,,,
52,DK,213,B62D,8,8
52,,219,,,
52,,229,,,
52,DK,231,B65D,3,5
52,DK,233,B65G,4,3
52,,234,,,
52,,236,,,
52,,241,,,
52,,249,,,
52,DK,250,C01B,3,1
52,,255,,,
52,,256,,,
52,DK,257,C03C,2,1
52,,258,,,
52,DK,269,C07C,4,3
52,DK,270,C07D,1,3
52,,271,,,
52,,273,,,
52,DK,275,C07K,2,3
52,DK,278,C08F,3,1
52,,279,,,
52,,281,,,
52,,282,,,
52,DK,283,C08L,7,7
52,,286,,,
52,,290,,,
52,,295,,,
52,,303,,,
52,DK,311,C12N,1,1
52,DK,312,C12P,3,3
52,DK,313,C12Q,4,3
52,,315,,,
52,,326,,,
52,DK,352,D04H,4,5
52,,357,,,
